@relation 'huge_each_goodbad_smart-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a4 >3.0, 5.0,1.0)-Ngood_or_bad-weka.filters.unsupervised.attribute.Discretize-Y-B2-M-1.0-Rlast-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.instance.RemoveRange-R1-4187-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R1'

@attribute type {review,title}
@attribute num_words numeric
@attribute 'stop_\%' numeric
@attribute 'meaning_\%' numeric
@attribute 'proper_noun_\%' numeric
@attribute 'noun_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute 'missspelled_\%' numeric
@attribute good_or_bad {'\'B1of2\'','\'B2of2\''}

@data
review,31,0.483871,0.516129,0,0.193548,0,0.193548,0.064516,0.16129,0,0.548387,'\'B2of2\''
title,6,0.5,0.5,0,0,0.166667,0.333333,0,0.166667,0,0.666667,'\'B1of2\''
review,43,0.488372,0.511628,0,0.139535,0.069767,0.186047,0.093023,0.093023,0.023256,0.488372,'\'B1of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,4,0,1,0,0.5,0,0.25,0.25,0,0,0.75,'\'B2of2\''
title,4,0.25,0.75,0,0.5,0,0,0,0.25,0,0.75,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,64,0.390625,0.609375,0,0.203125,0.015625,0.21875,0.078125,0.125,0,0.59375,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,60,0.483333,0.516667,0,0.2,0.033333,0.15,0.066667,0.116667,0,0.55,'\'B1of2\''
title,9,0.333333,0.666667,0,0.222222,0,0.222222,0.222222,0.111111,0,0.555556,'\'B2of2\''
review,84,0.488095,0.511905,0,0.202381,0.059524,0.166667,0.047619,0.059524,0,0.47619,'\'B1of2\''
review,21,0.47619,0.52381,0,0.190476,0.047619,0.190476,0.142857,0.142857,0,0.571429,'\'B1of2\''
review,39,0.435897,0.564103,0,0.25641,0.025641,0.128205,0.051282,0.153846,0,0.615385,'\'B1of2\''
title,8,0.5,0.5,0,0.125,0.125,0.375,0,0.125,0.125,0.625,'\'B2of2\''
title,10,0.4,0.6,0,0.4,0,0.2,0.1,0,0.1,0.8,'\'B1of2\''
title,10,0.5,0.5,0,0.4,0,0,0.1,0,0,0.7,'\'B2of2\''
review,52,0.461538,0.538462,0,0.211538,0.038462,0.192308,0.057692,0.134615,0.019231,0.634615,'\'B1of2\''
review,54,0.5,0.5,0,0.074074,0.055556,0.185185,0.111111,0.111111,0.037037,0.407407,'\'B1of2\''
title,9,0.444444,0.555556,0,0.222222,0,0.333333,0,0.222222,0,0.777778,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,18,0.444444,0.555556,0,0.222222,0.111111,0.111111,0.166667,0.055556,0.055556,0.611111,'\'B1of2\''
review,9,0.333333,0.666667,0,0.333333,0.111111,0.111111,0.222222,0.111111,0,0.666667,'\'B2of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
review,10,0.2,0.8,0,0.4,0,0.1,0,0.3,0,0.8,'\'B2of2\''
review,17,0.529412,0.470588,0,0.235294,0.058824,0.117647,0.117647,0.117647,0,0.647059,'\'B2of2\''
review,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,34,0.411765,0.588235,0,0.147059,0.058824,0.235294,0.058824,0.176471,0,0.588235,'\'B2of2\''
title,17,0.764706,0.235294,0,0.117647,0.117647,0.176471,0.117647,0.117647,0,0.529412,'\'B2of2\''
title,3,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.666667,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,4,0.5,0.5,0,0,0,0.25,0.25,0,0.25,0.5,'\'B2of2\''
review,36,0.444444,0.555556,0,0.194444,0.027778,0.194444,0.083333,0.138889,0,0.666667,'\'B1of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
review,34,0.5,0.5,0,0.235294,0.058824,0.235294,0.088235,0.058824,0,0.529412,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,11,0.636364,0.363636,0,0.181818,0.090909,0.181818,0,0.181818,0,0.727273,'\'B1of2\''
review,11,0.454545,0.545455,0,0.090909,0.090909,0.272727,0,0.181818,0,0.636364,'\'B2of2\''
title,11,0.454545,0.545455,0,0.454545,0.090909,0,0,0.090909,0,0.636364,'\'B1of2\''
title,4,0,1,0,0.75,0,0,0,0.25,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,16,0.5,0.5,0,0.1875,0.125,0.25,0.125,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,7,0.571429,0.428571,0,0.142857,0.285714,0.285714,0,0,0,0.857143,'\'B2of2\''
title,4,0.5,0.5,0,0,0,0.25,0.25,0.25,0,0.25,'\'B1of2\''
title,10,0.5,0.5,0,0.3,0,0.3,0,0.1,0,0.6,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,73,0.479452,0.520548,0,0.205479,0.027397,0.164384,0.123288,0.013699,0.027397,0.465753,'\'B1of2\''
title,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'B2of2\''
title,4,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,6,0.5,0.5,0,0.333333,0.166667,0,0,0.166667,0,0.833333,'\'B2of2\''
review,31,0.483871,0.516129,0,0.354839,0.032258,0.129032,0.064516,0.032258,0,0.645161,'\'B1of2\''
review,3,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
review,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
title,2,0,1,0,0,0,0,0.5,0.5,0,0.5,'\'B1of2\''
review,49,0.489796,0.510204,0,0.183673,0.040816,0.183673,0.040816,0.081633,0,0.55102,'\'B1of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,27,0.444444,0.555556,0,0.185185,0.037037,0.259259,0,0.185185,0,0.703704,'\'B1of2\''
title,13,0.538462,0.461538,0,0.153846,0.076923,0.307692,0.230769,0,0,0.538462,'\'B2of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,13,0.692308,0.307692,0,0.153846,0.076923,0.307692,0.153846,0.076923,0.076923,0.692308,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,7,0.571429,0.428571,0,0.428571,0,0.142857,0,0.142857,0,0.857143,'\'B1of2\''
title,11,0.454545,0.545455,0,0.181818,0,0.272727,0.090909,0,0,0.727273,'\'B1of2\''
title,5,0.2,0.8,0,0.2,0,0.2,0.4,0.2,0,0.6,'\'B1of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.666667,'\'B2of2\''
review,180,0.466667,0.533333,0,0.161111,0.016667,0.172222,0.066667,0.066667,0.005556,0.45,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,75,0.48,0.52,0,0.213333,0.053333,0.16,0.093333,0.12,0.013333,0.56,'\'B1of2\''
review,9,0.222222,0.777778,0,0.222222,0,0.222222,0.111111,0.222222,0,0.666667,'\'B1of2\''
review,34,0.558824,0.441176,0,0.147059,0.058824,0.235294,0.058824,0.117647,0,0.617647,'\'B1of2\''
title,3,0,1,0,0.333333,0,0.666667,0,0,0,0.666667,'\'B1of2\''
title,5,0.6,0.4,0,0.2,0,0.4,0,0,0,0.8,'\'B1of2\''
review,14,0.428571,0.571429,0,0.214286,0,0.142857,0.071429,0.142857,0.071429,0.714286,'\'B1of2\''
title,11,0.545455,0.454545,0,0.181818,0.090909,0.090909,0.090909,0.090909,0,0.545455,'\'B2of2\''
review,12,0.5,0.5,0,0.333333,0.083333,0.25,0,0,0.083333,0.666667,'\'B2of2\''
title,10,0.5,0.5,0,0.2,0,0.2,0.2,0.1,0,0.4,'\'B2of2\''
title,4,0.25,0.75,0,0.5,0,0.25,0,0,0,0.75,'\'B2of2\''
review,77,0.584416,0.415584,0,0.116883,0.051948,0.168831,0.103896,0.064935,0.012987,0.38961,'\'B1of2\''
review,4,0.25,0.75,0,0.25,0,0.5,0,0,0,0.75,'\'B1of2\''
review,15,0.533333,0.466667,0,0.133333,0.133333,0.2,0.133333,0.133333,0.066667,0.533333,'\'B1of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,36,0.5,0.5,0,0.222222,0.055556,0.277778,0.055556,0.138889,0,0.722222,'\'B1of2\''
title,8,0.375,0.625,0,0.25,0.25,0.25,0,0.125,0,0.75,'\'B1of2\''
title,5,0.4,0.6,0,0,0,0.4,0.2,0,0,0,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
review,31,0.483871,0.516129,0,0.258065,0.064516,0.258065,0.032258,0.064516,0,0.677419,'\'B2of2\''
review,17,0.352941,0.647059,0,0.235294,0.058824,0.294118,0,0.176471,0,0.882353,'\'B1of2\''
review,147,0.428571,0.571429,0,0.156463,0.020408,0.122449,0.040816,0.095238,0.013605,0.408163,'\'B1of2\''
title,8,0.625,0.375,0,0.125,0.125,0.125,0.25,0.125,0,0.5,'\'B1of2\''
review,146,0.410959,0.589041,0,0.164384,0.020548,0.143836,0.116438,0.143836,0,0.472603,'\'B2of2\''
review,6,0.5,0.5,0,0.166667,0.166667,0.333333,0.166667,0,0,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,37,0.351351,0.648649,0,0.297297,0.081081,0.135135,0.108108,0.054054,0.027027,0.594595,'\'B1of2\''
review,41,0.341463,0.658537,0,0.292683,0.02439,0.121951,0.04878,0.170732,0,0.682927,'\'B1of2\''
review,2,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,'\'B2of2\''
title,3,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
review,68,0.470588,0.529412,0,0.102941,0.029412,0.176471,0.088235,0.117647,0.014706,0.455882,'\'B1of2\''
review,46,0.565217,0.434783,0,0.23913,0.043478,0.130435,0.021739,0.021739,0.021739,0.5,'\'B1of2\''
review,20,0.5,0.5,0,0.15,0.05,0.2,0.25,0.05,0,0.4,'\'B2of2\''
review,10,0.3,0.7,0,0.3,0.1,0.2,0,0,0,0.6,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,32,0.40625,0.59375,0,0.28125,0.09375,0.21875,0.0625,0.09375,0,0.6875,'\'B2of2\''
review,11,0.272727,0.727273,0,0.545455,0,0.090909,0,0.090909,0,0.636364,'\'B1of2\''
review,17,0.352941,0.647059,0,0.235294,0,0.235294,0.117647,0.117647,0,0.470588,'\'B1of2\''
title,10,0.5,0.5,0,0.2,0.1,0.2,0.1,0.2,0,0.8,'\'B1of2\''
review,12,0.583333,0.416667,0,0.25,0,0.25,0.166667,0,0,0.5,'\'B1of2\''
review,16,0.5,0.5,0,0.1875,0.0625,0.1875,0.0625,0.0625,0,0.75,'\'B2of2\''
title,5,0.4,0.6,0,0.2,0,0.2,0,0.4,0,1,'\'B2of2\''
title,9,0.444444,0.555556,0,0.222222,0.111111,0.222222,0.111111,0,0,0.666667,'\'B1of2\''
review,68,0.455882,0.544118,0,0.117647,0.044118,0.235294,0.044118,0.088235,0,0.514706,'\'B2of2\''
review,152,0.486842,0.513158,0,0.177632,0.039474,0.164474,0.098684,0.052632,0.006579,0.440789,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,21,0.52381,0.47619,0,0.095238,0.095238,0.285714,0.095238,0.047619,0.047619,0.619048,'\'B2of2\''
review,27,0.592593,0.407407,0,0.148148,0.111111,0.185185,0.111111,0.148148,0,0.666667,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,8,0.375,0.625,0,0.25,0,0.125,0,0.25,0,0.75,'\'B2of2\''
review,8,0.375,0.625,0,0.25,0.25,0.125,0.125,0.25,0,0.875,'\'B2of2\''
review,8,0.625,0.375,0,0.125,0.125,0.25,0.125,0,0,0.5,'\'B2of2\''
review,2,0.5,0.5,0,0.5,0,0,0.5,0,0,0.5,'\'B1of2\''
review,33,0.545455,0.454545,0,0.151515,0.030303,0.242424,0.090909,0.151515,0,0.515152,'\'B2of2\''
review,26,0.384615,0.615385,0,0.230769,0.115385,0.192308,0.115385,0.076923,0,0.615385,'\'B2of2\''
review,40,0.5,0.5,0,0.15,0.05,0.275,0.075,0.05,0,0.5,'\'B1of2\''
review,34,0.558824,0.441176,0,0.205882,0.029412,0.235294,0.117647,0.088235,0.029412,0.647059,'\'B1of2\''
title,6,0.5,0.5,0,0.166667,0.166667,0.333333,0.166667,0.166667,0,1,'\'B1of2\''
review,3,0.666667,0.333333,0,0,0.666667,0.333333,0,0,0,1,'\'B2of2\''
review,24,0.291667,0.708333,0,0.291667,0,0.333333,0.083333,0.041667,0,0.708333,'\'B1of2\''
review,15,0.6,0.4,0,0.266667,0.2,0.133333,0,0.066667,0,0.733333,'\'B2of2\''
review,33,0.484848,0.515152,0,0.121212,0.090909,0.242424,0.060606,0.060606,0.030303,0.484848,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,7,0.571429,0.428571,0,0.142857,0.142857,0.142857,0,0.142857,0.142857,0.571429,'\'B2of2\''
title,13,0.615385,0.384615,0,0.153846,0.076923,0.230769,0.076923,0.076923,0,0.615385,'\'B2of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
title,9,0.333333,0.666667,0,0.444444,0,0,0.111111,0.222222,0,0.666667,'\'B1of2\''
review,15,0.6,0.4,0,0.2,0.066667,0.333333,0.133333,0.066667,0,0.733333,'\'B1of2\''
review,7,0.571429,0.428571,0,0.285714,0.142857,0.285714,0,0,0,0.714286,'\'B1of2\''
review,24,0.333333,0.666667,0,0.25,0.041667,0.25,0.041667,0.208333,0,0.583333,'\'B2of2\''
review,17,0.588235,0.411765,0,0.235294,0,0.176471,0.058824,0.176471,0,0.705882,'\'B2of2\''
title,4,0.25,0.75,0,0.25,0,0.25,0.25,0,0,0.25,'\'B1of2\''
title,7,0.428571,0.571429,0,0.285714,0,0.142857,0,0.142857,0,0.714286,'\'B1of2\''
review,24,0.5,0.5,0,0.166667,0.041667,0.208333,0.208333,0.166667,0.083333,0.708333,'\'B1of2\''
review,3,0.333333,0.666667,0,0.333333,0,0,0.333333,0.333333,0,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,4,0.25,0.75,0,0.5,0,0,0,0.25,0,0.75,'\'B2of2\''
review,31,0.419355,0.580645,0,0.16129,0.064516,0.193548,0.129032,0.129032,0,0.516129,'\'B2of2\''
review,73,0.547945,0.452055,0,0.246575,0.041096,0.136986,0.013699,0.09589,0.027397,0.589041,'\'B2of2\''
review,34,0.441176,0.558824,0,0.205882,0,0.264706,0.147059,0.088235,0,0.588235,'\'B1of2\''
review,12,0.333333,0.666667,0,0.333333,0.083333,0.166667,0.166667,0.083333,0,0.75,'\'B1of2\''
review,4,0.25,0.75,0,0.25,0,0.25,0.25,0.25,0,0.75,'\'B1of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B1of2\''
title,9,0.555556,0.444444,0,0.444444,0.111111,0,0,0,0,0.777778,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,68,0.514706,0.485294,0,0.117647,0.029412,0.205882,0.132353,0.073529,0.014706,0.485294,'\'B1of2\''
title,5,0.6,0.4,0,0.2,0,0.2,0,0,0,0.4,'\'B2of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.666667,'\'B2of2\''
review,12,0.583333,0.416667,0,0.333333,0.166667,0.25,0,0,0,0.833333,'\'B2of2\''
title,2,0.5,0.5,0,0,0,0.5,0,0,0.5,0.5,'\'B2of2\''
title,6,0.333333,0.666667,0,0,0,0.333333,0,0.333333,0,0.5,'\'B1of2\''
review,34,0.617647,0.382353,0,0.176471,0.088235,0.088235,0.058824,0.147059,0,0.529412,'\'B2of2\''
review,10,0.4,0.6,0,0.1,0,0.4,0,0.1,0,0.6,'\'B2of2\''
title,5,0.2,0.8,0,0.2,0,0.2,0.2,0.2,0,0.4,'\'B2of2\''
review,9,0.333333,0.666667,0,0.444444,0,0,0,0.222222,0,0.666667,'\'B2of2\''
title,7,0.142857,0.857143,0,0.714286,0,0,0,0.142857,0,0.857143,'\'B2of2\''
review,10,0.3,0.7,0,0.4,0.2,0.2,0.1,0,0,0.7,'\'B2of2\''
review,24,0.416667,0.583333,0,0.25,0.041667,0.125,0.041667,0.125,0,0.708333,'\'B2of2\''
title,3,0.333333,0.666667,0,0.333333,0.333333,0.333333,0,0,0,1,'\'B1of2\''
title,2,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
review,125,0.448,0.552,0,0.192,0.056,0.176,0.048,0.096,0.008,0.52,'\'B1of2\''
review,3,0.333333,0.666667,0,0,0.333333,0.333333,0.333333,0,0,0.666667,'\'B2of2\''
review,24,0.5,0.5,0,0.166667,0.083333,0.166667,0.041667,0.208333,0,0.625,'\'B2of2\''
title,2,0,1,0,0,0,0.5,0.5,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,5,0.4,0.6,0,0.2,0,0,0.2,0.4,0,0.6,'\'B1of2\''
review,37,0.486486,0.513514,0,0.135135,0.054054,0.189189,0.081081,0.027027,0.027027,0.567568,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,15,0.533333,0.466667,0,0.066667,0.066667,0.266667,0.2,0.066667,0.066667,0.333333,'\'B2of2\''
title,4,0.25,0.75,0,0.75,0,0,0,0,0,0.75,'\'B1of2\''
review,6,0.166667,0.833333,0,0.5,0,0,0,0.333333,0,0.833333,'\'B2of2\''
review,118,0.483051,0.516949,0,0.169492,0.042373,0.186441,0.101695,0.059322,0.016949,0.440678,'\'B1of2\''
review,49,0.428571,0.571429,0,0.204082,0,0.163265,0.081633,0.122449,0,0.489796,'\'B2of2\''
title,2,1,0,0,0,0,0,0.5,0,0,0,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,5,0.8,0.2,0,0.6,0.2,0,0,0,0,0.8,'\'B1of2\''
title,3,0,1,0,0.666667,0,0,0,0.333333,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,42,0.595238,0.404762,0,0.214286,0.071429,0.142857,0.047619,0.071429,0,0.571429,'\'B2of2\''
review,36,0.555556,0.444444,0,0.194444,0.027778,0.222222,0.083333,0.083333,0.055556,0.555556,'\'B1of2\''
review,39,0.410256,0.589744,0,0.230769,0.051282,0.179487,0,0.179487,0,0.692308,'\'B1of2\''
review,141,0.48227,0.51773,0,0.184397,0.028369,0.170213,0.06383,0.099291,0.014184,0.503546,'\'B1of2\''
review,46,0.391304,0.608696,0,0.23913,0.043478,0.23913,0.043478,0.108696,0.021739,0.652174,'\'B1of2\''
review,96,0.416667,0.583333,0,0.197917,0.041667,0.197917,0.0625,0.125,0,0.552083,'\'B1of2\''
review,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'B1of2\''
review,77,0.324675,0.675325,0,0.285714,0.012987,0.116883,0.051948,0.142857,0,0.545455,'\'B1of2\''
title,10,0.5,0.5,0,0.2,0,0.1,0,0.2,0,0.6,'\'B1of2\''
review,1,1,0,0,0,0,0,0,0,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,41,0.463415,0.536585,0,0.219512,0.04878,0.195122,0.073171,0.097561,0.02439,0.609756,'\'B1of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,43,0.465116,0.534884,0,0.255814,0.069767,0.162791,0.023256,0.116279,0,0.534884,'\'B2of2\''
review,50,0.56,0.44,0,0.16,0.02,0.18,0.06,0.1,0.02,0.52,'\'B1of2\''
review,9,0.111111,0.888889,0,0.444444,0,0.111111,0,0.222222,0,0.777778,'\'B1of2\''
review,216,0.421296,0.578704,0,0.162037,0.018519,0.157407,0.069444,0.078704,0.009259,0.416667,'\'B2of2\''
title,1,0,1,0,0,0,1,0,0,0,1,'\'B1of2\''
review,29,0.517241,0.482759,0,0.241379,0.034483,0.206897,0.068966,0.068966,0.034483,0.655172,'\'B1of2\''
review,65,0.523077,0.476923,0,0.169231,0.061538,0.138462,0.046154,0.046154,0.015385,0.461538,'\'B2of2\''
title,8,0.25,0.75,0,0.5,0,0.125,0.125,0.125,0,0.875,'\'B2of2\''
review,42,0.452381,0.547619,0,0.190476,0.095238,0.238095,0.071429,0.047619,0,0.547619,'\'B2of2\''
review,37,0.486486,0.513514,0,0.189189,0.108108,0.162162,0.027027,0.108108,0,0.594595,'\'B1of2\''
title,9,0.333333,0.666667,0,0.444444,0.111111,0,0.111111,0.222222,0,0.777778,'\'B2of2\''
title,7,0.428571,0.571429,0,0,0.142857,0.428571,0.285714,0,0,0.571429,'\'B2of2\''
review,13,0.307692,0.692308,0,0.307692,0,0.076923,0.153846,0.230769,0,0.769231,'\'B2of2\''
review,11,0.454545,0.545455,0,0.272727,0.090909,0.090909,0,0.181818,0,0.727273,'\'B1of2\''
review,38,0.368421,0.631579,0,0.210526,0.052632,0.263158,0.026316,0.131579,0.026316,0.684211,'\'B1of2\''
review,26,0.346154,0.653846,0,0.230769,0,0.153846,0.038462,0.230769,0,0.576923,'\'B2of2\''
title,12,0.583333,0.416667,0,0.25,0,0.083333,0,0.166667,0,0.75,'\'B2of2\''
review,52,0.5,0.5,0,0.134615,0.096154,0.288462,0.057692,0.038462,0,0.557692,'\'B1of2\''
title,7,0.285714,0.714286,0,0.428571,0,0,0,0.285714,0,0.714286,'\'B1of2\''
title,5,0.6,0.4,0,0.2,0,0.2,0,0,0,0.6,'\'B2of2\''
review,34,0.470588,0.529412,0,0.264706,0,0.235294,0.088235,0.029412,0.029412,0.588235,'\'B1of2\''
review,4,0.5,0.5,0,0,0.25,0.25,0.25,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,13,0.384615,0.615385,0,0.230769,0.076923,0.076923,0,0.307692,0,0.769231,'\'B2of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B1of2\''
title,4,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,10,0.8,0.2,0,0.3,0,0.3,0.1,0,0,0.8,'\'B2of2\''
review,10,0.4,0.6,0,0.2,0.1,0.1,0.3,0.1,0,0.6,'\'B1of2\''
review,35,0.485714,0.514286,0,0.228571,0.057143,0.171429,0.057143,0.057143,0,0.571429,'\'B1of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
review,33,0.545455,0.454545,0,0.090909,0.030303,0.242424,0.090909,0,0.030303,0.333333,'\'B2of2\''
title,0,0,0,0,0,0,0,0,0,0,0,'\'B1of2\''
review,9,0.444444,0.555556,0,0.222222,0.111111,0.111111,0,0.222222,0,0.555556,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,8,0.125,0.875,0,0.375,0,0,0,0.5,0,0.875,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,3,0.666667,0.333333,0,0,0,0,0.666667,0.333333,0,0.333333,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,5,0.4,0.6,0,0.6,0,0,0,0,0,1,'\'B1of2\''
title,4,0.5,0.5,0,0.25,0,0.25,0.25,0,0.25,0.5,'\'B2of2\''
review,16,0.5,0.5,0,0.125,0.125,0.25,0.125,0.125,0,0.625,'\'B2of2\''
title,5,0.4,0.6,0,0.4,0,0.2,0.2,0,0,0.8,'\'B1of2\''
review,10,0.5,0.5,0,0.4,0.1,0.2,0,0.1,0,0.9,'\'B1of2\''
title,18,0.611111,0.388889,0,0.222222,0.055556,0.166667,0,0.055556,0,0.611111,'\'B1of2\''
title,4,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,17,0.529412,0.470588,0,0.117647,0.058824,0.294118,0.117647,0.058824,0.117647,0.588235,'\'B2of2\''
title,11,0.454545,0.545455,0,0.181818,0.090909,0.181818,0.181818,0.090909,0,0.545455,'\'B1of2\''
review,31,0.451613,0.548387,0,0.225806,0,0.258065,0.032258,0.096774,0.032258,0.741935,'\'B1of2\''
review,145,0.455172,0.544828,0,0.17931,0.027586,0.131034,0.068966,0.103448,0.006897,0.468966,'\'B1of2\''
review,56,0.482143,0.517857,0,0.125,0.035714,0.125,0.107143,0.089286,0.017857,0.446429,'\'B1of2\''
title,3,0.333333,0.666667,0,0.333333,0,0.333333,0,0,0,1,'\'B1of2\''
review,22,0.5,0.5,0,0.181818,0.045455,0.272727,0.045455,0.136364,0,0.681818,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,7,0.428571,0.571429,0,0.285714,0.142857,0.285714,0,0,0,0.571429,'\'B2of2\''
title,5,0.4,0.6,0,0.2,0.2,0.2,0.2,0,0,0.4,'\'B1of2\''
title,9,0.222222,0.777778,0,0.333333,0.111111,0.111111,0.222222,0.111111,0,0.777778,'\'B1of2\''
review,13,0.384615,0.615385,0,0.076923,0.153846,0.384615,0.153846,0.076923,0,0.615385,'\'B1of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
title,8,0.25,0.75,0,0.625,0,0,0,0.125,0,0.875,'\'B1of2\''
review,7,0.142857,0.857143,0,0.428571,0.142857,0.142857,0.285714,0,0,0.571429,'\'B2of2\''
