@relation 'huge_each_goodbad_smart-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a4 >3.0, 5.0,1.0)-Ngood_or_bad-weka.filters.unsupervised.attribute.Discretize-Y-B2-M-1.0-Rlast-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.instance.RemoveRange-R1-4187-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R1'

@attribute type {review,title}
@attribute num_words numeric
@attribute 'stop_\%' numeric
@attribute 'meaning_\%' numeric
@attribute 'proper_noun_\%' numeric
@attribute 'noun_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute 'missspelled_\%' numeric
@attribute good_or_bad {'\'B1of2\'','\'B2of2\''}

@data
review,10,0.5,0.5,0,0.1,0.2,0.3,0,0.2,0,0.7,'\'B2of2\''
review,45,0.533333,0.466667,0,0.177778,0.066667,0.2,0.022222,0.088889,0,0.533333,'\'B1of2\''
title,9,0.222222,0.777778,0,0.666667,0,0,0.111111,0.111111,0,0.888889,'\'B2of2\''
review,4,0,1,0,0.5,0,0.25,0.25,0,0,0.75,'\'B1of2\''
review,46,0.521739,0.478261,0,0.217391,0.021739,0.086957,0.043478,0.108696,0,0.478261,'\'B2of2\''
title,7,0.285714,0.714286,0,0.285714,0.142857,0.285714,0.142857,0,0,0.571429,'\'B1of2\''
review,5,0.4,0.6,0,0,0.2,0.4,0,0.2,0,0.6,'\'B2of2\''
review,21,0.428571,0.571429,0,0.238095,0.047619,0.047619,0.095238,0.238095,0,0.571429,'\'B2of2\''
review,3,0,1,0,0.333333,0,0.333333,0.333333,0,0,0.666667,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,8,0.375,0.625,0,0.25,0.125,0.125,0,0.25,0,0.75,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,6,0.166667,0.833333,0,0.666667,0,0,0,0.166667,0,0.833333,'\'B2of2\''
title,5,0.2,0.8,0,0.8,0,0.2,0,0,0,1,'\'B1of2\''
title,11,0.636364,0.363636,0,0,0.181818,0.363636,0.090909,0.090909,0.090909,0.545455,'\'B2of2\''
review,8,0.125,0.875,0,0.25,0,0.125,0.25,0.375,0,0.75,'\'B1of2\''
review,8,0.375,0.625,0,0.25,0,0.375,0.125,0.125,0,0.875,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,9,0.555556,0.444444,0,0.222222,0.111111,0.222222,0,0.222222,0.111111,0.777778,'\'B1of2\''
review,40,0.375,0.625,0,0.275,0.05,0.175,0.05,0.05,0,0.6,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,7,0.285714,0.714286,0,0.285714,0,0.142857,0,0.142857,0,0.571429,'\'B1of2\''
review,17,0.588235,0.411765,0,0.294118,0.058824,0.117647,0.058824,0.117647,0.058824,0.647059,'\'B1of2\''
review,24,0.458333,0.541667,0,0.25,0.041667,0.25,0.041667,0.083333,0,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,6,0.666667,0.333333,0,0,0,0.333333,0.166667,0.166667,0,0.5,'\'B2of2\''
review,4,0.25,0.75,0,0.25,0,0.5,0,0,0,0.75,'\'B1of2\''
review,18,0.444444,0.555556,0,0.222222,0.055556,0.222222,0.055556,0.111111,0,0.5,'\'B1of2\''
title,13,0.692308,0.307692,0,0.230769,0.076923,0.153846,0.076923,0,0,0.538462,'\'B1of2\''
review,16,0.5,0.5,0,0.375,0.0625,0.0625,0,0.0625,0,0.6875,'\'B2of2\''
title,16,0.4375,0.5625,0,0.1875,0.125,0.25,0.1875,0.0625,0.0625,0.625,'\'B1of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
review,18,0.277778,0.722222,0,0.222222,0.055556,0.222222,0,0.222222,0,0.777778,'\'B2of2\''
title,12,0.666667,0.333333,0,0.166667,0,0.083333,0.083333,0,0,0.333333,'\'B2of2\''
review,5,0.2,0.8,0,0,0,0.4,0.2,0.2,0,0.4,'\'B1of2\''
title,17,0.588235,0.411765,0,0.294118,0.058824,0.058824,0.176471,0.058824,0,0.529412,'\'B2of2\''
title,15,0.533333,0.466667,0,0.266667,0,0.333333,0.066667,0.066667,0.066667,0.8,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,26,0.538462,0.461538,0,0.269231,0.038462,0.192308,0,0.038462,0,0.653846,'\'B2of2\''
title,7,0.571429,0.428571,0,0.142857,0.142857,0.285714,0,0,0.142857,0.714286,'\'B2of2\''
review,6,0.5,0.5,0,0.333333,0,0.333333,0,0.166667,0,1,'\'B1of2\''
review,6,0.333333,0.666667,0,0.166667,0,0.333333,0.166667,0,0,0.5,'\'B1of2\''
review,150,0.486667,0.513333,0,0.16,0.026667,0.153333,0.073333,0.086667,0.006667,0.453333,'\'B1of2\''
title,2,0.5,0.5,0,0.5,0,0,0,0,0,1,'\'B1of2\''
review,10,0.3,0.7,0,0.3,0,0.3,0.1,0,0,0.7,'\'B2of2\''
title,2,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
review,28,0.428571,0.571429,0,0.107143,0.107143,0.214286,0.071429,0.214286,0,0.642857,'\'B1of2\''
title,8,0.375,0.625,0,0.25,0,0.125,0.125,0.125,0,0.375,'\'B2of2\''
title,2,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
review,31,0.548387,0.451613,0,0.290323,0.064516,0.16129,0.096774,0.064516,0,0.612903,'\'B1of2\''
title,8,0.375,0.625,0,0,0.125,0.5,0,0,0,0.5,'\'B2of2\''
review,16,0.375,0.625,0,0,0.0625,0.25,0.125,0,0,0.375,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,16,0.5625,0.4375,0,0.0625,0.125,0.1875,0.125,0.1875,0,0.625,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B1of2\''
title,15,0.4,0.6,0,0.266667,0.066667,0.2,0.066667,0.2,0,0.733333,'\'B2of2\''
review,25,0.44,0.56,0,0.12,0.04,0.2,0.16,0.04,0,0.4,'\'B1of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
review,8,0.375,0.625,0,0.375,0.125,0.25,0,0,0,0.75,'\'B1of2\''
title,10,0.5,0.5,0,0.2,0.1,0.1,0.2,0.1,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
review,7,0.428571,0.571429,0,0.142857,0.142857,0.285714,0.142857,0.142857,0,0.571429,'\'B1of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,3,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,4,0.25,0.75,0,0.25,0,0.25,0.25,0.25,0,0.75,'\'B1of2\''
review,21,0.52381,0.47619,0,0.190476,0.095238,0.190476,0.047619,0.095238,0,0.619048,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,4,0,1,0,0.5,0,0.25,0,0.25,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,10,0.6,0.4,0,0.2,0.1,0.2,0.2,0,0.1,0.7,'\'B1of2\''
review,17,0.352941,0.647059,0,0.235294,0.058824,0.176471,0.235294,0,0,0.529412,'\'B1of2\''
review,56,0.589286,0.410714,0,0.107143,0.035714,0.178571,0.053571,0.125,0,0.428571,'\'B1of2\''
title,3,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.666667,'\'B1of2\''
review,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
review,9,0.333333,0.666667,0,0.111111,0.111111,0.222222,0.111111,0.333333,0,0.777778,'\'B1of2\''
review,142,0.450704,0.549296,0,0.197183,0.021127,0.133803,0.105634,0.084507,0.014085,0.443662,'\'B1of2\''
review,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B2of2\''
review,10,0.5,0.5,0,0.2,0,0.3,0.1,0,0,0.7,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,15,0.4,0.6,0,0,0.066667,0.333333,0.066667,0.133333,0,0.466667,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,4,0.25,0.75,0,0.5,0.25,0.25,0,0,0,1,'\'B2of2\''
review,30,0.6,0.4,0,0.233333,0.1,0.2,0.033333,0.066667,0,0.633333,'\'B1of2\''
title,10,0.5,0.5,0,0,0,0.3,0,0.2,0,0.6,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B1of2\''
title,11,0.636364,0.363636,0,0.272727,0,0.181818,0,0,0,0.636364,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,4,0.5,0.5,0,0.25,0,0,0,0.25,0,0.75,'\'B1of2\''
title,17,0.470588,0.529412,0,0.176471,0.058824,0.352941,0.058824,0.058824,0.058824,0.647059,'\'B1of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
review,8,0.375,0.625,0,0,0,0.25,0,0.5,0,0.625,'\'B1of2\''
review,70,0.542857,0.457143,0,0.142857,0.057143,0.214286,0.057143,0.057143,0.028571,0.442857,'\'B1of2\''
review,13,0.307692,0.692308,0,0.307692,0,0.230769,0,0.153846,0,0.769231,'\'B2of2\''
title,2,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,'\'B2of2\''
review,44,0.522727,0.477273,0,0.181818,0.045455,0.204545,0.113636,0.068182,0.022727,0.522727,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,27,0.666667,0.333333,0,0.222222,0.074074,0.111111,0.111111,0.111111,0,0.62963,'\'B2of2\''
review,30,0.5,0.5,0,0.166667,0.033333,0.233333,0.066667,0.066667,0.033333,0.533333,'\'B1of2\''
title,9,0.444444,0.555556,0,0.222222,0,0.111111,0.222222,0.333333,0,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,4,0.25,0.75,0,0.5,0,0.25,0,0,0,0.75,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,12,0.333333,0.666667,0,0.25,0,0.25,0.166667,0.166667,0,0.666667,'\'B1of2\''
title,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B1of2\''
title,5,0.4,0.6,0,0.4,0,0.2,0,0.2,0,1,'\'B1of2\''
review,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,3,0,1,0,0.333333,0,0.333333,0,0.333333,0,1,'\'B2of2\''
review,28,0.607143,0.392857,0,0.071429,0.071429,0.178571,0.035714,0.071429,0,0.321429,'\'B2of2\''
review,14,0.357143,0.642857,0,0.357143,0.071429,0.214286,0.071429,0.071429,0,0.785714,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,21,0.666667,0.333333,0,0.095238,0.142857,0.190476,0.142857,0.095238,0.142857,0.666667,'\'B1of2\''
title,7,0.428571,0.571429,0,0.428571,0,0,0.142857,0.142857,0,0.714286,'\'B1of2\''
title,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'B2of2\''
review,16,0.5,0.5,0,0.3125,0.0625,0.1875,0.0625,0,0.0625,0.4375,'\'B1of2\''
review,122,0.434426,0.565574,0,0.131148,0.02459,0.163934,0.081967,0.065574,0,0.393443,'\'B1of2\''
title,4,0.5,0.5,0,0,0,0.5,0.25,0,0,0.25,'\'B1of2\''
review,31,0.516129,0.483871,0,0.129032,0.064516,0.225806,0.032258,0.096774,0.032258,0.645161,'\'B1of2\''
review,61,0.47541,0.52459,0,0.229508,0.04918,0.147541,0.04918,0.081967,0,0.52459,'\'B2of2\''
review,38,0.473684,0.526316,0,0.157895,0.131579,0.263158,0.184211,0,0.026316,0.631579,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,3,0.333333,0.666667,0,0,0,0,0.666667,0.333333,0,0.333333,'\'B1of2\''
title,3,0.666667,0.333333,0,0,0.333333,0.333333,0,0.333333,0,1,'\'B1of2\''
review,116,0.482759,0.517241,0,0.172414,0.025862,0.146552,0.060345,0.12931,0.008621,0.439655,'\'B1of2\''
title,2,0.5,0.5,0,0.5,0,0,0,0,0,1,'\'B1of2\''
review,53,0.45283,0.54717,0,0.226415,0.037736,0.169811,0.037736,0.132075,0,0.603774,'\'B2of2\''
review,9,0.444444,0.555556,0,0.111111,0,0.222222,0,0.222222,0,0.666667,'\'B2of2\''
review,49,0.530612,0.469388,0,0.122449,0.040816,0.163265,0.102041,0.020408,0.020408,0.387755,'\'B1of2\''
review,29,0.37931,0.62069,0,0.206897,0.034483,0.172414,0.068966,0.137931,0,0.551724,'\'B2of2\''
title,3,0,1,0,0.333333,0,0,0.333333,0.333333,0,0.666667,'\'B2of2\''
title,9,0.333333,0.666667,0,0.333333,0,0.111111,0.111111,0.111111,0,0.777778,'\'B2of2\''
review,56,0.446429,0.553571,0,0.196429,0.035714,0.142857,0.071429,0.125,0,0.517857,'\'B1of2\''
title,10,0.6,0.4,0,0.3,0,0.2,0.1,0.1,0,0.8,'\'B2of2\''
title,8,0.5,0.5,0,0.375,0,0.125,0,0,0,0.75,'\'B2of2\''
review,10,0.4,0.6,0,0.4,0,0.3,0,0.2,0,0.8,'\'B2of2\''
title,8,0.625,0.375,0,0.25,0.125,0,0.125,0.125,0,0.75,'\'B1of2\''
title,5,0.4,0.6,0,0.4,0,0,0,0.2,0,0.8,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,17,0.529412,0.470588,0,0.176471,0.176471,0.176471,0.058824,0.117647,0,0.705882,'\'B1of2\''
review,32,0.53125,0.46875,0,0.21875,0.03125,0.1875,0.0625,0.03125,0.03125,0.5625,'\'B1of2\''
review,69,0.492754,0.507246,0,0.188406,0.057971,0.115942,0.072464,0.130435,0,0.565217,'\'B2of2\''
title,13,0.384615,0.615385,0,0.230769,0,0.153846,0.153846,0.153846,0,0.769231,'\'B2of2\''
title,10,0.6,0.4,0,0,0.2,0.2,0.2,0.1,0,0.6,'\'B1of2\''
review,46,0.521739,0.478261,0,0.217391,0.043478,0.195652,0.065217,0.086957,0.021739,0.565217,'\'B1of2\''
review,11,0.363636,0.636364,0,0.090909,0.090909,0.090909,0,0.363636,0,0.545455,'\'B2of2\''
review,17,0.588235,0.411765,0,0.235294,0.117647,0.176471,0.058824,0.058824,0,0.647059,'\'B2of2\''
title,5,0.2,0.8,0,0.4,0,0,0,0.4,0,0.8,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,9,0.333333,0.666667,0,0.333333,0,0.111111,0.222222,0.111111,0,0.666667,'\'B1of2\''
review,31,0.483871,0.516129,0,0.193548,0.032258,0.129032,0.096774,0.096774,0,0.516129,'\'B1of2\''
review,32,0.4375,0.5625,0,0.28125,0,0.09375,0.09375,0.125,0,0.5625,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,4,0.5,0.5,0,0,0.25,0.5,0,0,0,0.5,'\'B1of2\''
review,16,0.625,0.375,0,0.1875,0.0625,0.1875,0.1875,0,0.0625,0.4375,'\'B1of2\''
title,4,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,5,0.6,0.4,0,0.4,0,0,0,0,0,0.6,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,98,0.602041,0.397959,0,0.142857,0.061224,0.173469,0.05102,0.061224,0.020408,0.428571,'\'B1of2\''
review,59,0.474576,0.525424,0,0.20339,0.033898,0.20339,0.067797,0.101695,0,0.491525,'\'B2of2\''
review,117,0.470085,0.529915,0,0.179487,0.017094,0.17094,0.059829,0.059829,0,0.444444,'\'B1of2\''
title,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B1of2\''
review,8,0,1,0,0.625,0,0,0.125,0.25,0,0.875,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,16,0.4375,0.5625,0,0.125,0.125,0.25,0.1875,0.0625,0.0625,0.625,'\'B2of2\''
review,58,0.482759,0.517241,0,0.137931,0.068966,0.155172,0.103448,0.086207,0,0.482759,'\'B2of2\''
title,26,0.538462,0.461538,0,0.346154,0,0.038462,0,0.115385,0,0.615385,'\'B1of2\''
review,119,0.470588,0.529412,0,0.168067,0.02521,0.184874,0.109244,0.05042,0.033613,0.428571,'\'B1of2\''
review,24,0.416667,0.583333,0,0.25,0,0.208333,0.083333,0.208333,0,0.666667,'\'B1of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
review,41,0.560976,0.439024,0,0.195122,0.04878,0.146341,0.073171,0.097561,0,0.560976,'\'B1of2\''
review,19,0.578947,0.421053,0,0.263158,0,0.210526,0.105263,0.052632,0,0.631579,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
title,16,0.5625,0.4375,0,0.1875,0.125,0.0625,0.0625,0.125,0,0.625,'\'B1of2\''
title,10,0.4,0.6,0,0.4,0,0.2,0,0,0,0.8,'\'B1of2\''
title,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,10,0.5,0.5,0,0.4,0,0.1,0.1,0.1,0,0.8,'\'B1of2\''
review,4,0.25,0.75,0,0.5,0,0.25,0,0,0,0.75,'\'B1of2\''
title,4,0.75,0.25,0,0,0.5,0.25,0,0,0,0.75,'\'B2of2\''
review,9,0.333333,0.666667,0,0,0.111111,0.222222,0.444444,0,0,0.333333,'\'B2of2\''
title,9,0.333333,0.666667,0,0.444444,0,0.222222,0.111111,0,0,0.777778,'\'B1of2\''
review,48,0.4375,0.5625,0,0.208333,0.020833,0.166667,0.020833,0.083333,0.041667,0.541667,'\'B1of2\''
review,77,0.441558,0.558442,0,0.207792,0.012987,0.181818,0.064935,0.103896,0.012987,0.519481,'\'B1of2\''
review,18,0.333333,0.666667,0,0.388889,0,0.333333,0.055556,0,0,0.777778,'\'B1of2\''
title,10,0.6,0.4,0,0.1,0,0.3,0.2,0,0,0.4,'\'B1of2\''
review,413,0.445521,0.554479,0,0.184019,0.016949,0.123487,0.058111,0.065375,0.012107,0.382567,'\'B2of2\''
review,3,0.666667,0.333333,0,0,0,0.333333,0.333333,0,0,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,5,0,1,0,0.8,0,0,0,0.2,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,477,0.505241,0.494759,0,0.113208,0.018868,0.144654,0.044025,0.067086,0.004193,0.318658,'\'B1of2\''
review,10,0.5,0.5,0,0.2,0.2,0.3,0.1,0,0,0.7,'\'B2of2\''
review,87,0.494253,0.505747,0,0.252874,0.011494,0.149425,0.011494,0.068966,0,0.528736,'\'B2of2\''
title,4,0,1,0,0.5,0,0,0.25,0.25,0,0.75,'\'B1of2\''
review,14,0.428571,0.571429,0,0.214286,0.071429,0.214286,0,0.142857,0,0.714286,'\'B1of2\''
review,16,0.3125,0.6875,0,0.3125,0,0.125,0.125,0.0625,0.0625,0.5,'\'B1of2\''
review,28,0.321429,0.678571,0,0.25,0,0.178571,0.071429,0.142857,0.035714,0.714286,'\'B2of2\''
review,67,0.462687,0.537313,0,0.238806,0.059701,0.19403,0.059701,0.059701,0.029851,0.552239,'\'B1of2\''
title,6,0.333333,0.666667,0,0.5,0,0,0,0.166667,0,0.833333,'\'B1of2\''
review,11,0.181818,0.818182,0,0.181818,0,0.363636,0.272727,0.181818,0,0.727273,'\'B2of2\''
title,8,0.5,0.5,0,0.25,0.125,0.25,0,0.125,0,0.875,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,26,0.653846,0.346154,0,0.153846,0.038462,0.192308,0.076923,0.115385,0.038462,0.538462,'\'B1of2\''
review,5,0.4,0.6,0,0.2,0,0.4,0,0,0,0.8,'\'B1of2\''
review,26,0.5,0.5,0,0.269231,0.115385,0.192308,0,0,0,0.692308,'\'B2of2\''
title,14,0.428571,0.571429,0,0.285714,0.142857,0.214286,0.071429,0,0,0.642857,'\'B1of2\''
title,4,0,1,0,0.5,0,0,0.25,0.25,0,0.75,'\'B2of2\''
title,9,0.222222,0.777778,0,0.333333,0.111111,0.222222,0,0.111111,0,0.777778,'\'B1of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.666667,'\'B1of2\''
title,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'B2of2\''
review,121,0.446281,0.553719,0,0.198347,0.008264,0.198347,0.066116,0.115702,0.024793,0.561983,'\'B1of2\''
title,14,0.357143,0.642857,0,0.285714,0,0.214286,0,0.071429,0.071429,0.5,'\'B1of2\''
review,19,0.631579,0.368421,0,0.157895,0.052632,0.263158,0.157895,0.052632,0,0.578947,'\'B2of2\''
title,11,0.636364,0.363636,0,0.272727,0,0.272727,0,0.090909,0.090909,0.727273,'\'B1of2\''
title,6,0.166667,0.833333,0,0.5,0,0,0.166667,0.333333,0,0.833333,'\'B1of2\''
title,3,0,1,0,0.666667,0,0.333333,0,0,0,1,'\'B1of2\''
title,13,0.692308,0.307692,0,0.153846,0.076923,0.230769,0.076923,0.076923,0,0.615385,'\'B1of2\''
review,9,0,1,0,0.333333,0,0.111111,0.111111,0.444444,0,0.888889,'\'B1of2\''
review,54,0.5,0.5,0,0.222222,0.055556,0.12963,0.092593,0.074074,0.037037,0.574074,'\'B2of2\''
review,35,0.542857,0.457143,0,0.2,0.028571,0.228571,0.057143,0.057143,0,0.514286,'\'B2of2\''
review,74,0.445946,0.554054,0,0.256757,0,0.135135,0.094595,0.067568,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,8,0.25,0.75,0,0.125,0,0.25,0.25,0.125,0,0.25,'\'B1of2\''
review,16,0.4375,0.5625,0,0.1875,0,0.1875,0.1875,0.1875,0,0.75,'\'B2of2\''
review,38,0.421053,0.578947,0,0.263158,0.052632,0.184211,0.026316,0.078947,0.026316,0.657895,'\'B2of2\''
review,42,0.47619,0.52381,0,0.142857,0.095238,0.261905,0.095238,0.119048,0,0.619048,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,8,0.375,0.625,0,0.25,0,0.375,0,0,0,0.625,'\'B1of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,7,0.428571,0.571429,0,0.428571,0.142857,0.142857,0,0,0,0.714286,'\'B1of2\''
title,3,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.666667,'\'B2of2\''
review,78,0.5,0.5,0,0.128205,0.025641,0.179487,0.076923,0.076923,0.025641,0.448718,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,9,0.555556,0.444444,0,0,0.222222,0.333333,0.111111,0,0,0.444444,'\'B2of2\''
review,5,0.4,0.6,0,0.2,0,0.2,0.4,0,0,0.6,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
review,16,0.5,0.5,0,0.25,0.25,0.1875,0,0.0625,0,0.875,'\'B2of2\''
review,121,0.487603,0.512397,0,0.165289,0.033058,0.157025,0.082645,0.090909,0.016529,0.454545,'\'B1of2\''
review,165,0.406061,0.593939,0,0.181818,0.036364,0.181818,0.066667,0.060606,0.018182,0.460606,'\'B1of2\''
title,5,0.8,0.2,0,0.6,0.2,0,0,0,0,0.8,'\'B1of2\''
review,23,0.347826,0.652174,0,0.304348,0,0.173913,0.086957,0.173913,0.086957,0.73913,'\'B1of2\''
review,105,0.533333,0.466667,0,0.152381,0.019048,0.190476,0.066667,0.066667,0.019048,0.438095,'\'B2of2\''
review,50,0.5,0.5,0,0.22,0.06,0.18,0.06,0.06,0.06,0.62,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,48,0.604167,0.395833,0,0.1875,0.020833,0.208333,0.0625,0.0625,0,0.541667,'\'B1of2\''
title,6,0.5,0.5,0,0.333333,0.166667,0,0,0.166667,0,0.666667,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,6,0.5,0.5,0,0.166667,0,0.166667,0,0.333333,0,0.666667,'\'B2of2\''
title,3,0,1,0,0.333333,0,0.333333,0,0.333333,0,1,'\'B1of2\''
review,4,0.5,0.5,0,0.25,0.25,0,0,0.25,0,1,'\'B2of2\''
title,7,0.571429,0.428571,0,0.142857,0.142857,0.142857,0.142857,0.285714,0,0.714286,'\'B1of2\''
review,16,0.625,0.375,0,0.0625,0.1875,0.1875,0.0625,0.1875,0,0.75,'\'B1of2\''
title,3,0.333333,0.666667,0,0,0,0.333333,0,0.333333,0,0.333333,'\'B2of2\''
title,10,0.6,0.4,0,0.4,0,0.1,0,0.1,0,0.7,'\'B1of2\''
title,7,0.571429,0.428571,0,0.285714,0,0.142857,0,0.142857,0,0.857143,'\'B1of2\''
review,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
review,7,0.428571,0.571429,0,0.428571,0,0.142857,0,0,0,0.714286,'\'B2of2\''
title,2,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
