@relation 'huge_each_goodbad_smart-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a4 >3.0, 5.0,1.0)-Ngood_or_bad-weka.filters.unsupervised.attribute.Discretize-Y-B2-M-1.0-Rlast-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.instance.RemoveRange-R1-4187-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-V-R2,6,7,8,9,10,11,12'

@attribute 'stop_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute 'missspelled_\%' numeric
@attribute good_or_bad {'\'B1of2\'','\'B2of2\''}

@data
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0,0,0,0.5,0,0,0.5,'\'B2of2\''
0.28,0,0.2,0.08,0.12,0,0.6,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,1,0,1,'\'B1of2\''
0.3,0.1,0.1,0,0.3,0,0.8,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,1,0,1,'\'B2of2\''
0.552381,0.07619,0.190476,0.057143,0.085714,0.009524,0.457143,'\'B1of2\''
0.166667,0,0.333333,0.166667,0,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.444444,0,0.222222,0.111111,0.111111,0,0.666667,'\'B1of2\''
0.508897,0.021352,0.149466,0.053381,0.042705,0.010676,0.377224,'\'B2of2\''
0.333333,0,0.333333,0,0.333333,0,1,'\'B1of2\''
0.375,0.125,0.25,0,0.25,0,0.75,'\'B1of2\''
0.555556,0.111111,0.222222,0.111111,0,0,0.555556,'\'B2of2\''
0.531915,0.085106,0.106383,0,0.085106,0,0.531915,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0,0.166667,0.166667,0.166667,0,0.666667,'\'B2of2\''
0.166667,0,0,0,0.166667,0,0.833333,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.533333,0.066667,0.2,0.066667,0.066667,0,0.6,'\'B1of2\''
0.555556,0.111111,0.444444,0,0.111111,0.111111,0.444444,'\'B2of2\''
0.428571,0,0.285714,0.142857,0,0,0.857143,'\'B2of2\''
0.494382,0.011236,0.157303,0.078652,0.089888,0,0.438202,'\'B1of2\''
0.472222,0.138889,0.166667,0.027778,0.083333,0.027778,0.666667,'\'B1of2\''
0.372093,0.023256,0.162791,0.023256,0.139535,0,0.627907,'\'B1of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.5,0.048387,0.16129,0.112903,0.096774,0.032258,0.516129,'\'B1of2\''
0,0,0,0,0.666667,0,1,'\'B1of2\''
0,0,0.5,0,0,0,1,'\'B1of2\''
0,0,0,0.333333,0.333333,0,0.666667,'\'B1of2\''
0.285714,0.142857,0.142857,0.190476,0.095238,0,0.619048,'\'B1of2\''
0.453782,0.029412,0.155462,0.054622,0.071429,0.021008,0.44958,'\'B2of2\''
0.333333,0,0.333333,0,0.166667,0,1,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.272727,0.090909,0.363636,0.181818,0.090909,0,0.727273,'\'B1of2\''
0.5,0,0.5,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.571429,0,0,0.142857,0.285714,0,0.571429,'\'B1of2\''
0.4,0.2,0.2,0.2,0.2,0,0.8,'\'B2of2\''
0.5,0,0.125,0.125,0.125,0,0.5,'\'B1of2\''
0.333333,0,0.111111,0.111111,0.222222,0,0.666667,'\'B1of2\''
0.35,0.05,0.2,0.1,0.15,0.05,0.6,'\'B1of2\''
0.25,0,0.25,0,0,0,0.75,'\'B2of2\''
0.513761,0.018349,0.220183,0.06422,0.110092,0,0.440367,'\'B1of2\''
0.421053,0.052632,0.157895,0.105263,0.105263,0,0.526316,'\'B1of2\''
0.2,0,0.2,0.2,0.2,0,0.6,'\'B2of2\''
0.6,0,0.266667,0.066667,0.066667,0.066667,0.533333,'\'B2of2\''
0,0,0.5,0,0,0,1,'\'B1of2\''
0.294118,0.058824,0.117647,0.117647,0.117647,0,0.764706,'\'B2of2\''
0.166667,0,0,0,0.333333,0,0.833333,'\'B2of2\''
0.5,0,0.125,0.041667,0.125,0,0.583333,'\'B1of2\''
0.5,0.1,0.2,0.1,0.1,0,0.6,'\'B1of2\''
0.5,0,0,0.5,0.25,0,0.25,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0,0,0,0,0,1,'\'B2of2\''
0.613636,0.068182,0.272727,0.113636,0.068182,0,0.477273,'\'B1of2\''
0.333333,0,0.333333,0,0,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.460674,0.022472,0.174157,0.078652,0.061798,0.005618,0.432584,'\'B2of2\''
0,0,0,0,0.333333,0,1,'\'B2of2\''
0.5,0,0,0.25,0,0,0.5,'\'B1of2\''
0.3,0,0.5,0,0,0,0.7,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.4,0,0.2,0,0.2,0,1,'\'B2of2\''
0.525,0.025,0.1375,0.0375,0.1125,0,0.5,'\'B1of2\''
0.55,0.025,0.1,0.1,0.125,0,0.475,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B1of2\''
0.45641,0.020513,0.133333,0.071795,0.071795,0.010256,0.487179,'\'B1of2\''
0.444444,0,0.111111,0,0.111111,0,0.888889,'\'B1of2\''
0.2,0,0.2,0.4,0,0.2,0,'\'B2of2\''
0.5,0,0.166667,0,0.166667,0,0.5,'\'B2of2\''
0.488372,0.069767,0.186047,0,0.046512,0.023256,0.534884,'\'B2of2\''
0.578947,0.140351,0.140351,0.070175,0.070175,0,0.578947,'\'B2of2\''
0.384615,0,0.153846,0.153846,0.153846,0,0.615385,'\'B1of2\''
0.461538,0.076923,0.153846,0.076923,0.076923,0,0.615385,'\'B2of2\''
0.5,0,0,0,0,0,1,'\'B1of2\''
0.333333,0,0,0,0.333333,0,0.666667,'\'B2of2\''
0.5,0,0.333333,0,0,0,0.5,'\'B2of2\''
0.416667,0.083333,0.166667,0.083333,0.166667,0,0.583333,'\'B2of2\''
0.4,0,0.1,0.2,0.2,0,0.6,'\'B1of2\''
0.2,0,0.2,0,0.4,0,0.6,'\'B2of2\''
0.5,0.5,0.5,0,0,0,1,'\'B2of2\''
0.428571,0,0.142857,0,0,0,0.714286,'\'B1of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.333333,0,0,0,0.333333,0,0.666667,'\'B1of2\''
0.615385,0.153846,0.230769,0,0.076923,0,0.769231,'\'B2of2\''
0,0,0.333333,0,0,0,1,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,1,'\'B1of2\''
0.512821,0.051282,0.153846,0.179487,0.153846,0,0.538462,'\'B1of2\''
0,0,0,0,1,0,1,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.666667,0,0.333333,0.333333,0,0,0.333333,'\'B2of2\''
0.540541,0.081081,0.135135,0.081081,0.081081,0.027027,0.513514,'\'B1of2\''
0.625,0,0.125,0.375,0,0,0.375,'\'B2of2\''
0.5,0,0.25,0.25,0,0.25,0.5,'\'B2of2\''
0,0,0,0,0.333333,0,1,'\'B2of2\''
0.555556,0.074074,0.148148,0.185185,0.185185,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,1,'\'B1of2\''
0.444444,0.222222,0.111111,0.111111,0.222222,0,0.777778,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.441176,0.088235,0.235294,0.088235,0.088235,0.029412,0.558824,'\'B1of2\''
0.564103,0.025641,0.102564,0.128205,0.153846,0,0.512821,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0.041667,0.208333,0.083333,0.041667,0,0.458333,'\'B2of2\''
0.5,0,0.25,0.5,0,0,0,'\'B1of2\''
0.571429,0,0.142857,0.142857,0.142857,0.142857,0.571429,'\'B1of2\''
0.333333,0.111111,0.111111,0,0.111111,0,0.777778,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B1of2\''
0.454545,0.090909,0.181818,0.181818,0.181818,0,0.636364,'\'B2of2\''
0.4,0.1,0.1,0,0.2,0,0.9,'\'B1of2\''
0.432836,0.029851,0.149254,0.104478,0.104478,0.007463,0.477612,'\'B1of2\''
0.4375,0.125,0.25,0.25,0.1875,0.0625,0.6875,'\'B1of2\''
0.428571,0,0.285714,0.142857,0,0,0.714286,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0,0.111111,0.111111,0.222222,0,0.777778,'\'B1of2\''
0.416667,0.166667,0.166667,0,0.166667,0,1,'\'B2of2\''
0.631579,0.131579,0.184211,0.052632,0.052632,0,0.605263,'\'B2of2\''
0.285714,0,0.142857,0,0.285714,0.142857,0.857143,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.5,0.5,0.5,0,0,0,0.5,'\'B2of2\''
0.363636,0,0.181818,0.136364,0.136364,0,0.636364,'\'B1of2\''
0.375,0,0.125,0,0.25,0,0.875,'\'B2of2\''
0.333333,0,0,0.333333,0.333333,0,0.666667,'\'B2of2\''
0,0,0,0,0.333333,0,1,'\'B2of2\''
0.333333,0,0,0,0,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0,0,0,0,0,0.666667,'\'B1of2\''
0.384615,0,0.153846,0.076923,0.076923,0,0.615385,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.4,0,0,0.2,0.4,0,0.6,'\'B1of2\''
0.55,0.025,0.2,0.05,0.05,0.025,0.425,'\'B1of2\''
0.466667,0.133333,0.333333,0.066667,0.133333,0,0.666667,'\'B2of2\''
0.552632,0.026316,0.263158,0.052632,0.131579,0,0.552632,'\'B1of2\''
0.5,0.045455,0.245455,0.054545,0.063636,0.018182,0.527273,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B1of2\''
0,0,0.666667,0,0,0,1,'\'B1of2\''
0.571429,0.047619,0.238095,0.047619,0.095238,0.047619,0.571429,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0,0,0.25,0.5,0,0.5,'\'B1of2\''
0.461538,0.076923,0.307692,0.230769,0,0.153846,0.538462,'\'B2of2\''
0.666667,0,0.222222,0,0,0,0.555556,'\'B1of2\''
0.75,0,0.25,0.25,0,0.25,0.5,'\'B2of2\''
0.477876,0.00885,0.168142,0.044248,0.079646,0.004425,0.402655,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.4,0.085714,0.171429,0.057143,0.114286,0,0.6,'\'B1of2\''
0.558824,0.029412,0.264706,0.147059,0.117647,0.029412,0.529412,'\'B1of2\''
0.428571,0,0,0,0,0,0.714286,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.5,0,0,0,0.5,0,0.5,'\'B2of2\''
0.605882,0.017647,0.152941,0.064706,0.064706,0.023529,0.394118,'\'B1of2\''
0.439394,0.015152,0.19697,0.106061,0.090909,0,0.484848,'\'B1of2\''
0.580645,0.048387,0.129032,0.064516,0.048387,0,0.483871,'\'B1of2\''
0.428571,0.285714,0.142857,0.142857,0.142857,0,0.714286,'\'B2of2\''
0.363636,0.181818,0.363636,0,0,0,0.636364,'\'B1of2\''
0.4,0,0,0,0,0,0.6,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.3,0,0.3,0,0.1,0,0.5,'\'B2of2\''
0.5,0.0625,0.21875,0.125,0.03125,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.638298,0.06383,0.170213,0.042553,0.148936,0.021277,0.446809,'\'B2of2\''
0.375,0.025,0.2,0.05,0.05,0,0.5,'\'B1of2\''
0.454545,0,0.181818,0.181818,0.272727,0,0.545455,'\'B2of2\''
0.52,0.026667,0.133333,0.093333,0.08,0,0.346667,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.545455,0.363636,0.181818,0,0,0,0.727273,'\'B2of2\''
0.666667,0,0,0.166667,0.333333,0,0.666667,'\'B1of2\''
0.5,0.5,0.5,0,0,0,1,'\'B2of2\''
0.4375,0.0625,0.1875,0,0.0625,0,0.6875,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.619048,0.095238,0.142857,0.047619,0.190476,0,0.714286,'\'B2of2\''
0.640625,0.03125,0.15625,0.03125,0.09375,0.015625,0.484375,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.571429,0.02521,0.117647,0.067227,0.05042,0.012605,0.365546,'\'B1of2\''
0.6,0.2,0.2,0.133333,0.066667,0.066667,0.733333,'\'B1of2\''
0.375,0.25,0.25,0.125,0,0,0.875,'\'B2of2\''
0.375,0,0.375,0.25,0.125,0,0.625,'\'B1of2\''
0.333333,0.333333,0.166667,0,0,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.285714,0,0.285714,0.142857,0.142857,0,0.428571,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.555556,0.111111,0.111111,0.222222,0.222222,0,0.666667,'\'B1of2\''
0.444444,0.222222,0.222222,0,0.222222,0,0.666667,'\'B2of2\''
0.444444,0.111111,0.333333,0,0,0,0.777778,'\'B1of2\''
0.565217,0.130435,0.304348,0.043478,0.086957,0,0.73913,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0,0.333333,0,0,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0,0,0,0,0,0.75,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.666667,0,0,0.333333,0.333333,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.428571,0.142857,0.285714,0.142857,0.142857,0,0.857143,'\'B2of2\''
0.4,0.05,0.1,0,0.25,0,0.75,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.512821,0.025641,0.141026,0.102564,0.076923,0.012821,0.435897,'\'B2of2\''
0.520408,0.05102,0.204082,0.112245,0.091837,0.020408,0.469388,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.511628,0.023256,0.186047,0.093023,0.046512,0,0.488372,'\'B1of2\''
0.409091,0.136364,0.272727,0.090909,0.136364,0,0.590909,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.526316,0.052632,0.368421,0.052632,0,0.052632,0.631579,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.516129,0.064516,0.193548,0.096774,0.096774,0,0.612903,'\'B2of2\''
0.071429,0,0.071429,0.071429,0.285714,0,0.928571,'\'B1of2\''
0.5,0,0.166667,0.166667,0.333333,0,0.5,'\'B2of2\''
0.166667,0,0.166667,0,0,0,1,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.444444,0.111111,0.222222,0.222222,0.111111,0,0.444444,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.285714,0,0.285714,0,0,0,0.714286,'\'B2of2\''
0.5,0.5,0.5,0,0,0,1,'\'B2of2\''
0.7,0.1,0.3,0.1,0.1,0,0.3,'\'B2of2\''
0.484848,0.090909,0.121212,0.121212,0.121212,0.030303,0.606061,'\'B2of2\''
0.444444,0,0.333333,0.111111,0.111111,0.111111,0.666667,'\'B1of2\''
0.4,0,0.2,0.2,0,0,0.2,'\'B1of2\''
0.474747,0.040404,0.166667,0.055556,0.040404,0.005051,0.358586,'\'B1of2\''
0.521739,0.130435,0.173913,0,0.130435,0.043478,0.565217,'\'B1of2\''
0.333333,0,0.333333,0,0,0,0.833333,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.714286,0.142857,0.428571,0.285714,0,0.142857,0.714286,'\'B1of2\''
0.384615,0.076923,0.153846,0,0.076923,0,0.769231,'\'B2of2\''
0.388889,0.111111,0.166667,0.166667,0.166667,0,0.777778,'\'B2of2\''
0.522727,0.022727,0.159091,0.045455,0.045455,0,0.545455,'\'B1of2\''
0.333333,0.333333,0.333333,0,0,0,1,'\'B2of2\''
0.333333,0,0,0,0,0,0.666667,'\'B1of2\''
0.555556,0,0.333333,0.222222,0.111111,0,0.666667,'\'B1of2\''
0.444444,0,0.444444,0.111111,0,0,0.666667,'\'B1of2\''
0.454545,0,0.090909,0.272727,0.181818,0,0.545455,'\'B2of2\''
0.391304,0.086957,0.217391,0.086957,0.130435,0,0.652174,'\'B1of2\''
0.5,0,0.5,0,0.5,0,1,'\'B1of2\''
0.333333,0,0,0,0,0,0.666667,'\'B1of2\''
0.4,0,0.066667,0.2,0.2,0.066667,0.733333,'\'B2of2\''
0,0,0,0,1,0,1,'\'B2of2\''
0,0,0.25,0,0,0,1,'\'B1of2\''
0.446809,0.021277,0.191489,0.12766,0.085106,0,0.361702,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.575342,0.013699,0.178082,0.068493,0.09589,0,0.465753,'\'B1of2\''
0.470588,0,0.058824,0.058824,0.176471,0,0.764706,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.4375,0.03125,0.15625,0.09375,0.078125,0.015625,0.46875,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.447917,0.03125,0.15625,0.083333,0.15625,0.010417,0.572917,'\'B1of2\''
0.333333,0,0.333333,0.333333,0.333333,0,0.333333,'\'B2of2\''
0.571429,0.142857,0.285714,0,0,0,0.714286,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0,0,0,0.333333,0,0.666667,'\'B1of2\''
0,0,0,0,0.25,0,1,'\'B2of2\''
0.607143,0.142857,0.214286,0.107143,0.071429,0.107143,0.642857,'\'B1of2\''
0.463235,0.029412,0.183824,0.044118,0.080882,0.007353,0.5,'\'B1of2\''
0.25,0,0.25,0,0.25,0,0.75,'\'B1of2\''
0.5,0.5,0.5,0,0,0,0.5,'\'B2of2\''
0.375,0.25,0.125,0,0,0,0.875,'\'B1of2\''
0.591837,0.040816,0.204082,0.142857,0.081633,0.061224,0.510204,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.555556,0,0.444444,0,0,0,0.888889,'\'B1of2\''
0.222222,0,0.111111,0.222222,0.111111,0,0.666667,'\'B2of2\''
0.5,0.083333,0.125,0.041667,0.25,0.041667,0.708333,'\'B1of2\''
0.542857,0.085714,0.142857,0.028571,0.142857,0,0.628571,'\'B2of2\''
0.444444,0.111111,0.444444,0.222222,0.111111,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.4,0,0.2,0.2,0.4,0,0.6,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.571429,0.071429,0.071429,0.142857,0.142857,0,0.642857,'\'B1of2\''
0,0,0,0,1,0,1,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.666667,0.111111,0.222222,0.111111,0.111111,0,0.666667,'\'B1of2\''
0.4625,0.075,0.2125,0.1,0.0625,0,0.425,'\'B1of2\''
0.285714,0.142857,0.142857,0,0,0,0.571429,'\'B1of2\''
0.25,0,0.125,0,0.125,0,0.875,'\'B1of2\''
0,0,0.333333,0.333333,0.333333,0,0.666667,'\'B2of2\''
0.578947,0.105263,0.210526,0.210526,0.052632,0,0.473684,'\'B1of2\''
0.465116,0.093023,0.232558,0.093023,0.069767,0.023256,0.511628,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.444444,0,0.333333,0,0.111111,0,0.666667,'\'B1of2\''
0.444444,0.055556,0.222222,0.222222,0.166667,0,0.666667,'\'B1of2\''
0.574194,0.03871,0.135484,0.051613,0.058065,0.012903,0.36129,'\'B1of2\''
0.25,0,0.5,0,0,0,0.75,'\'B1of2\''
0.5,0,0,0.5,0.25,0,0.25,'\'B2of2\''
0.666667,0,0.333333,0,0,0,0.333333,'\'B2of2\''
0.4,0.036364,0.181818,0.018182,0.072727,0,0.545455,'\'B1of2\''
0.416667,0.083333,0.25,0.083333,0.083333,0,0.75,'\'B2of2\''
0.457627,0.033898,0.237288,0.067797,0.101695,0,0.525424,'\'B1of2\''
0.333333,0,0.333333,0,0.333333,0,0.333333,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B1of2\''
0.444444,0,0.222222,0,0.222222,0,0.888889,'\'B2of2\''
0.36,0.04,0.16,0.16,0.12,0.04,0.72,'\'B1of2\''
0.545455,0,0.181818,0.090909,0.090909,0.090909,0.636364,'\'B1of2\''
0.5,0,0,0.25,0.25,0,0.5,'\'B1of2\''
0.666667,0.333333,0,0,0,0,1,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.375,0.125,0.25,0.125,0.25,0,0.625,'\'B2of2\''
0.46875,0.03125,0.15625,0.0625,0.1875,0,0.59375,'\'B2of2\''
0.615385,0,0.307692,0,0.076923,0,0.769231,'\'B1of2\''
0,0,0,0,0,0,1,'\'B1of2\''
0.2,0,0.4,0.2,0.2,0,0.8,'\'B1of2\''
0.6,0,0.2,0,0.3,0,0.8,'\'B2of2\''
0.368421,0,0.105263,0,0.157895,0,0.526316,'\'B2of2\''
0.478571,0.021429,0.164286,0.064286,0.078571,0.007143,0.464286,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.571429,0.071429,0.142857,0.142857,0.142857,0.071429,0.571429,'\'B2of2\''
0.529412,0.029412,0.264706,0.088235,0.088235,0.029412,0.676471,'\'B1of2\''
0.428571,0.028571,0.228571,0.142857,0.114286,0.057143,0.6,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.4,0,0.4,0.2,0,0,0.6,'\'B1of2\''
0.631579,0.105263,0.157895,0.052632,0.052632,0,0.578947,'\'B1of2\''
0.578947,0,0.210526,0.078947,0.026316,0.026316,0.552632,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.25,0,0.25,0,0.25,0,0.75,'\'B2of2\''
0.25,0,0.166667,0.25,0.083333,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.4375,0.1875,0.3125,0,0,0,0.75,'\'B1of2\''
0.4,0.066667,0.133333,0.066667,0.033333,0,0.7,'\'B2of2\''
0,0,0,0,1,0,1,'\'B1of2\''
0.5,0,0.125,0,0,0,0.625,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.428571,0,0.142857,0,0.285714,0,0.571429,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.428571,0.142857,0.214286,0.071429,0.071429,0,0.571429,'\'B2of2\''
0.407407,0.037037,0.111111,0.296296,0.148148,0,0.444444,'\'B2of2\''
0.386364,0.045455,0.227273,0.022727,0.113636,0,0.568182,'\'B2of2\''
0.555556,0.111111,0.166667,0.111111,0,0,0.555556,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.52,0.04,0.2,0.04,0.08,0,0.52,'\'B1of2\''
0.541667,0.041667,0.166667,0.125,0.166667,0,0.541667,'\'B1of2\''
0.666667,0.111111,0.333333,0.111111,0.111111,0,0.444444,'\'B1of2\''
0.285714,0,0.285714,0,0.142857,0,0.714286,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.444444,0,0.333333,0.111111,0,0,0.666667,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.5,0,0,0,0,0,0.75,'\'B1of2\''
0.333333,0,0.166667,0.083333,0.083333,0,0.583333,'\'B2of2\''
0.461538,0.115385,0.153846,0.115385,0.076923,0.038462,0.615385,'\'B2of2\''
0.375,0.0625,0.1875,0,0.1875,0,0.75,'\'B1of2\''
0.588235,0.058824,0.235294,0.117647,0,0,0.529412,'\'B1of2\''
0.375,0,0.1875,0.0625,0.0625,0,0.6875,'\'B2of2\''
0.666667,0.055556,0.111111,0.222222,0.055556,0,0.388889,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.545455,0.090909,0.363636,0.181818,0,0.090909,0.363636,'\'B1of2\''
0.444444,0.055556,0.166667,0,0.111111,0,0.444444,'\'B2of2\''
0.285714,0,0.142857,0,0,0,0.714286,'\'B1of2\''
0.333333,0,0.333333,0,0.166667,0,0.666667,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.5,0,0,0.5,0,0,0.5,'\'B2of2\''
0.25,0,0,0,0.25,0,0.75,'\'B1of2\''
0.583333,0,0.166667,0.083333,0.25,0.083333,0.75,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.45098,0.019608,0.254902,0.039216,0.078431,0,0.607843,'\'B1of2\''
0.7,0.1,0.2,0.1,0.1,0,0.3,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0,0.333333,0,0,0,0.666667,'\'B2of2\''
0.363636,0,0.090909,0.090909,0.090909,0,0.818182,'\'B1of2\''
0.5,0,0.25,0.25,0.25,0,0.25,'\'B2of2\''
0.470588,0.019608,0.235294,0.117647,0.058824,0.039216,0.607843,'\'B1of2\''
0.517241,0.017241,0.224138,0.051724,0.068966,0.017241,0.534483,'\'B1of2\''
0.5,0.25,0.25,0,0,0,1,'\'B2of2\''
0.473684,0.105263,0.157895,0.105263,0.157895,0,0.578947,'\'B2of2\''
0.555556,0.111111,0.111111,0,0.111111,0,0.777778,'\'B2of2\''
0.529412,0.058824,0.117647,0,0.058824,0,0.647059,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.483516,0.032967,0.197802,0.054945,0.054945,0,0.527473,'\'B1of2\''
0.75,0,0.125,0.375,0.125,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0,0.25,0.25,0,0,0.75,'\'B1of2\''
0.4,0,0.133333,0.2,0.066667,0,0.466667,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.541667,0.041667,0.208333,0.083333,0.083333,0,0.5,'\'B1of2\''
