@relation 'smart_review_data-weka.filters.unsupervised.attribute.Reorder-R1-3,5-last,4-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-Rlast-unset-class-temporarily'

@attribute id numeric
@attribute product_name {'rubber chicken purse','set of ten finger ha','crosley cr8005a-tu c','jbl clip 2 waterproo','ninja professional b','oster cordless elect','iron gym total upper','everydrop by whirlpo','uvex skyper blue lig','rolodex deep desk dr','dymo labelmanager 28','the crystal bible','cuisinart mcp193-18n','viviscal extra stren','the official bs butt'}
@attribute type {review,title}
@attribute num_words numeric
@attribute 'stop_\%' numeric
@attribute 'meaning_\%' numeric
@attribute 'proper_noun_\%' numeric
@attribute 'noun_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute 'missspelled_\%' numeric
@attribute rating {'\'(-inf-1.8]\'','\'(1.8-2.6]\'','\'(2.6-3.4]\'','\'(3.4-4.2]\'','\'(4.2-inf)\''}

@data
3273,'iron gym total upper',title,1,0,1,0,0,0,0,0,1,0,1,'\'(3.4-4.2]\''
3274,'iron gym total upper',review,39,0.564103,0.435897,0,0.153846,0.051282,0.128205,0.102564,0.076923,0,0.487179,'\'(2.6-3.4]\''
3274,'iron gym total upper',title,8,0.375,0.625,0,0.25,0,0.125,0.125,0,0,0.25,'\'(2.6-3.4]\''
3275,'iron gym total upper',review,31,0.483871,0.516129,0,0.064516,0.064516,0.225806,0.129032,0.096774,0,0.387097,'\'(-inf-1.8]\''
3275,'iron gym total upper',title,22,0.5,0.5,0,0.045455,0.090909,0.181818,0.181818,0.090909,0,0.363636,'\'(-inf-1.8]\''
3276,'iron gym total upper',review,4,0.5,0.5,0,0.25,0,0.25,0,0,0,0.5,'\'(4.2-inf)\''
3276,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3277,'iron gym total upper',review,5,0.4,0.6,0,0.2,0.2,0.2,0.2,0.2,0,0.8,'\'(4.2-inf)\''
3277,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3278,'iron gym total upper',review,10,0.4,0.6,0,0.3,0.3,0.2,0,0.1,0,0.9,'\'(4.2-inf)\''
3278,'iron gym total upper',title,6,0.333333,0.666667,0,0.166667,0.166667,0.166667,0,0.333333,0,0.833333,'\'(4.2-inf)\''
3279,'iron gym total upper',review,17,0.411765,0.588235,0,0.294118,0.058824,0.117647,0.058824,0.117647,0,0.647059,'\'(4.2-inf)\''
3279,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3280,'iron gym total upper',review,13,0.307692,0.692308,0,0.153846,0.076923,0.230769,0.153846,0.076923,0,0.461538,'\'(-inf-1.8]\''
3280,'iron gym total upper',title,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'(-inf-1.8]\''
3281,'iron gym total upper',review,24,0.416667,0.583333,0,0.25,0.041667,0.166667,0.125,0.125,0,0.625,'\'(4.2-inf)\''
3281,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'(4.2-inf)\''
3282,'iron gym total upper',review,37,0.513514,0.486486,0,0.135135,0.027027,0.216216,0.027027,0.027027,0,0.405405,'\'(4.2-inf)\''
3282,'iron gym total upper',title,16,0.375,0.625,0,0.1875,0.0625,0.125,0.125,0.25,0,0.75,'\'(4.2-inf)\''
3283,'iron gym total upper',review,13,0.538462,0.461538,0,0.153846,0,0.076923,0.076923,0.230769,0,0.461538,'\'(4.2-inf)\''
3283,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3284,'iron gym total upper',review,9,0.555556,0.444444,0,0.111111,0,0.222222,0,0.111111,0,0.555556,'\'(1.8-2.6]\''
3284,'iron gym total upper',title,4,0.5,0.5,0,0,0,0.25,0.25,0,0,0,'\'(1.8-2.6]\''
3285,'iron gym total upper',review,19,0.631579,0.368421,0,0.157895,0.052632,0.105263,0.052632,0,0.052632,0.526316,'\'(4.2-inf)\''
3285,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3286,'iron gym total upper',review,102,0.637255,0.362745,0,0.147059,0.019608,0.127451,0.058824,0.068627,0.009804,0.382353,'\'(4.2-inf)\''
3286,'iron gym total upper',title,4,0.25,0.75,0,0.25,0,0.25,0,0.25,0,1,'\'(4.2-inf)\''
3287,'iron gym total upper',review,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.666667,'\'(4.2-inf)\''
3287,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'(4.2-inf)\''
3288,'iron gym total upper',review,38,0.578947,0.421053,0,0.157895,0.052632,0.131579,0.052632,0.105263,0.026316,0.5,'\'(4.2-inf)\''
3288,'iron gym total upper',title,2,0,1,0,0.5,0,0.5,0,0,0,0.5,'\'(4.2-inf)\''
3289,'iron gym total upper',review,12,0.5,0.5,0,0.166667,0.083333,0.166667,0.083333,0.083333,0,0.5,'\'(-inf-1.8]\''
3289,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(-inf-1.8]\''
3290,'iron gym total upper',review,71,0.605634,0.394366,0,0.140845,0.056338,0.239437,0.042254,0.056338,0,0.422535,'\'(3.4-4.2]\''
3290,'iron gym total upper',title,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.666667,'\'(3.4-4.2]\''
3291,'iron gym total upper',review,17,0.411765,0.588235,0,0.235294,0.058824,0.176471,0.176471,0.058824,0,0.411765,'\'(-inf-1.8]\''
3291,'iron gym total upper',title,6,0.166667,0.833333,0,0,0.166667,0.166667,0.5,0,0,0.166667,'\'(-inf-1.8]\''
3292,'iron gym total upper',review,12,0.666667,0.333333,0,0.25,0.083333,0.166667,0.083333,0.083333,0,0.666667,'\'(3.4-4.2]\''
3292,'iron gym total upper',title,2,0,1,0,1,0,0,0,0,0,1,'\'(3.4-4.2]\''
3293,'iron gym total upper',review,12,0.5,0.5,0,0.25,0,0.083333,0,0.166667,0,0.583333,'\'(4.2-inf)\''
3293,'iron gym total upper',title,4,0.25,0.75,0,0.25,0,0.5,0,0,0,1,'\'(4.2-inf)\''
3294,'iron gym total upper',review,33,0.575758,0.424242,0,0.272727,0.060606,0.090909,0,0.060606,0,0.575758,'\'(1.8-2.6]\''
3294,'iron gym total upper',title,3,0,1,0,0.333333,0,0.333333,0,0.333333,0,1,'\'(1.8-2.6]\''
3295,'iron gym total upper',review,1,0,1,0,1,0,0,0,0,0,1,'\'(4.2-inf)\''
3295,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3296,'iron gym total upper',review,27,0.481481,0.518519,0,0.148148,0.074074,0.148148,0.111111,0.074074,0.037037,0.592593,'\'(4.2-inf)\''
3296,'iron gym total upper',title,1,0,1,0,1,0,0,0,0,0,1,'\'(4.2-inf)\''
3297,'iron gym total upper',review,3,0.333333,0.666667,0,0.333333,0,0.333333,0,0,0,0.333333,'\'(4.2-inf)\''
3297,'iron gym total upper',title,3,0.333333,0.666667,0,0.333333,0,0.333333,0,0,0,0.333333,'\'(4.2-inf)\''
3298,'iron gym total upper',review,12,0.583333,0.416667,0,0.083333,0.083333,0.166667,0.333333,0.166667,0,0.5,'\'(3.4-4.2]\''
3298,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(3.4-4.2]\''
3299,'iron gym total upper',review,6,0.666667,0.333333,0,0.166667,0.166667,0.333333,0,0,0,0.5,'\'(3.4-4.2]\''
3299,'iron gym total upper',title,3,0.666667,0.333333,0,0,0.333333,0.333333,0,0,0,0.666667,'\'(3.4-4.2]\''
3300,'iron gym total upper',review,39,0.564103,0.435897,0,0.102564,0.051282,0.128205,0.128205,0.076923,0.025641,0.410256,'\'(-inf-1.8]\''
3300,'iron gym total upper',title,5,0.4,0.6,0,0.2,0,0,0.2,0.2,0,0.4,'\'(-inf-1.8]\''
3301,'iron gym total upper',review,10,0.8,0.2,0,0.1,0.1,0.2,0,0,0,0.5,'\'(4.2-inf)\''
3301,'iron gym total upper',title,9,0.777778,0.222222,0,0.111111,0.111111,0.222222,0,0,0,0.555556,'\'(4.2-inf)\''
3302,'iron gym total upper',review,36,0.583333,0.416667,0,0.166667,0.027778,0.138889,0.083333,0.111111,0,0.472222,'\'(4.2-inf)\''
3302,'iron gym total upper',title,12,0.5,0.5,0,0.166667,0.083333,0.083333,0.083333,0.166667,0,0.583333,'\'(4.2-inf)\''
3303,'iron gym total upper',review,4,0.25,0.75,0,0,0.25,0.25,0,0,0,0.25,'\'(4.2-inf)\''
3303,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3304,'iron gym total upper',review,12,0.333333,0.666667,0,0.166667,0.083333,0.333333,0.083333,0.083333,0,0.833333,'\'(-inf-1.8]\''
3304,'iron gym total upper',title,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'(-inf-1.8]\''
3305,'iron gym total upper',review,3,0.333333,0.666667,0,0.333333,0,0,0.333333,0.333333,0,0.666667,'\'(4.2-inf)\''
3305,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3306,'iron gym total upper',review,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'(4.2-inf)\''
3306,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3307,'iron gym total upper',review,69,0.565217,0.434783,0,0.173913,0.014493,0.115942,0.072464,0.130435,0,0.463768,'\'(3.4-4.2]\''
3307,'iron gym total upper',title,5,0.4,0.6,0,0.4,0.2,0.2,0,0,0,0.8,'\'(3.4-4.2]\''
3308,'iron gym total upper',review,29,0.586207,0.413793,0,0.172414,0.068966,0.172414,0.068966,0.068966,0,0.482759,'\'(4.2-inf)\''
3308,'iron gym total upper',title,4,0.5,0.5,0,0.25,0,0.25,0.25,0,0,0.75,'\'(4.2-inf)\''
3309,'iron gym total upper',review,6,0.333333,0.666667,0,0.166667,0,0.333333,0.166667,0,0,0.5,'\'(1.8-2.6]\''
3309,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(1.8-2.6]\''
3310,'iron gym total upper',review,12,0.666667,0.333333,0,0,0.083333,0.416667,0,0.083333,0.083333,0.5,'\'(4.2-inf)\''
3310,'iron gym total upper',title,3,0,1,0,0,0,0.333333,0,0,0,0,'\'(4.2-inf)\''
3311,'iron gym total upper',review,7,0.142857,0.857143,0,0.142857,0,0.142857,0,0.142857,0,0.285714,'\'(4.2-inf)\''
3311,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3312,'iron gym total upper',review,38,0.578947,0.421053,0,0.105263,0.026316,0.210526,0.157895,0.078947,0.026316,0.447368,'\'(-inf-1.8]\''
3312,'iron gym total upper',title,3,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.666667,'\'(-inf-1.8]\''
3313,'iron gym total upper',review,6,0.333333,0.666667,0,0.166667,0,0.166667,0.166667,0.166667,0,0.666667,'\'(3.4-4.2]\''
3313,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(3.4-4.2]\''
3314,'iron gym total upper',review,13,0.538462,0.461538,0,0.153846,0,0,0.153846,0.230769,0,0.461538,'\'(4.2-inf)\''
3314,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3315,'iron gym total upper',review,2,0.5,0.5,0,0,0,0.5,0,0,0,0.5,'\'(4.2-inf)\''
3315,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3316,'iron gym total upper',review,16,0.4375,0.5625,0,0.375,0,0,0.0625,0.0625,0.0625,0.6875,'\'(-inf-1.8]\''
3316,'iron gym total upper',title,4,0,1,0,0.5,0,0,0,0,0,0.5,'\'(-inf-1.8]\''
3317,'iron gym total upper',review,16,0.4375,0.5625,0,0.25,0.125,0.1875,0.0625,0.0625,0,0.6875,'\'(-inf-1.8]\''
3317,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(-inf-1.8]\''
3318,'iron gym total upper',review,117,0.538462,0.461538,0,0.213675,0.034188,0.136752,0.068376,0.059829,0.017094,0.478632,'\'(3.4-4.2]\''
3318,'iron gym total upper',title,14,0.571429,0.428571,0,0.285714,0.142857,0.142857,0,0.071429,0,0.785714,'\'(3.4-4.2]\''
3319,'iron gym total upper',review,39,0.564103,0.435897,0,0.205128,0.025641,0.25641,0.051282,0.051282,0,0.512821,'\'(-inf-1.8]\''
3319,'iron gym total upper',title,11,0.454545,0.545455,0,0.272727,0.090909,0.181818,0,0,0,0.636364,'\'(-inf-1.8]\''
3320,'iron gym total upper',review,158,0.506329,0.493671,0,0.126582,0.025316,0.170886,0.063291,0.075949,0,0.386076,'\'(1.8-2.6]\''
3320,'iron gym total upper',title,7,0.285714,0.714286,0,0.428571,0,0,0,0,0,0.428571,'\'(1.8-2.6]\''
3321,'iron gym total upper',review,11,0.454545,0.545455,0,0.181818,0,0.181818,0.090909,0.090909,0,0.363636,'\'(4.2-inf)\''
3321,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'(4.2-inf)\''
3322,'iron gym total upper',review,124,0.516129,0.483871,0,0.177419,0.032258,0.201613,0.056452,0.048387,0.024194,0.483871,'\'(-inf-1.8]\''
3322,'iron gym total upper',title,5,0.6,0.4,0,0.8,0,0,0,0,0,0.8,'\'(-inf-1.8]\''
3323,'iron gym total upper',review,16,0.5,0.5,0,0,0.125,0.125,0.125,0.1875,0,0.4375,'\'(4.2-inf)\''
3323,'iron gym total upper',title,8,0.375,0.625,0,0.125,0.125,0.25,0.125,0.125,0,0.625,'\'(4.2-inf)\''
3324,'iron gym total upper',review,65,0.430769,0.569231,0,0.215385,0.046154,0.153846,0.046154,0.169231,0.015385,0.6,'\'(3.4-4.2]\''
3324,'iron gym total upper',title,5,0.4,0.6,0,0,0,0.2,0,0.4,0,0.4,'\'(3.4-4.2]\''
3325,'iron gym total upper',review,17,0.470588,0.529412,0,0.117647,0.117647,0.117647,0.117647,0.117647,0,0.529412,'\'(2.6-3.4]\''
3325,'iron gym total upper',title,11,0.454545,0.545455,0,0.181818,0.181818,0.090909,0,0.181818,0,0.818182,'\'(2.6-3.4]\''
3326,'iron gym total upper',review,37,0.72973,0.27027,0,0.054054,0.054054,0.216216,0.027027,0.081081,0.054054,0.459459,'\'(4.2-inf)\''
3326,'iron gym total upper',title,4,0.5,0.5,0,0,0,0.5,0,0.25,0.25,0.5,'\'(4.2-inf)\''
3327,'iron gym total upper',review,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'(-inf-1.8]\''
3327,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(-inf-1.8]\''
3328,'iron gym total upper',review,11,0.454545,0.545455,0,0.272727,0.090909,0.181818,0,0,0,0.636364,'\'(4.2-inf)\''
3328,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3329,'iron gym total upper',review,4,0.25,0.75,0,0.25,0,0,0.25,0,0,0.25,'\'(4.2-inf)\''
3329,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3330,'iron gym total upper',review,87,0.54023,0.45977,0,0.149425,0.057471,0.195402,0.057471,0.08046,0.011494,0.436782,'\'(3.4-4.2]\''
3330,'iron gym total upper',title,11,0.272727,0.727273,0,0.272727,0.090909,0.090909,0.090909,0.090909,0,0.727273,'\'(3.4-4.2]\''
3331,'iron gym total upper',review,14,0.428571,0.571429,0,0.357143,0.071429,0.142857,0.071429,0.142857,0,0.857143,'\'(4.2-inf)\''
3331,'iron gym total upper',title,1,0,1,0,1,0,0,0,0,0,1,'\'(4.2-inf)\''
3332,'iron gym total upper',review,38,0.5,0.5,0,0.210526,0.078947,0.157895,0.052632,0.052632,0,0.526316,'\'(4.2-inf)\''
3332,'iron gym total upper',title,17,0.647059,0.352941,0,0.058824,0.117647,0.176471,0.058824,0.058824,0.058824,0.470588,'\'(4.2-inf)\''
3333,'iron gym total upper',review,14,0.5,0.5,0,0.142857,0.142857,0.214286,0.071429,0.071429,0,0.571429,'\'(1.8-2.6]\''
3333,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(1.8-2.6]\''
3334,'iron gym total upper',review,21,0.714286,0.285714,0,0.047619,0.047619,0.190476,0.095238,0.095238,0,0.380952,'\'(-inf-1.8]\''
3334,'iron gym total upper',title,11,0.636364,0.363636,0,0.090909,0.090909,0.181818,0.090909,0,0,0.545455,'\'(-inf-1.8]\''
3335,'iron gym total upper',review,36,0.527778,0.472222,0,0.166667,0.055556,0.166667,0.083333,0.083333,0,0.527778,'\'(-inf-1.8]\''
3335,'iron gym total upper',title,6,0.166667,0.833333,0,0.333333,0,0.166667,0,0.166667,0,0.666667,'\'(-inf-1.8]\''
3337,'iron gym total upper',review,53,0.509434,0.490566,0,0.207547,0.018868,0.150943,0.018868,0.132075,0,0.54717,'\'(4.2-inf)\''
3337,'iron gym total upper',title,1,0,1,0,1,0,0,0,0,0,1,'\'(4.2-inf)\''
3338,'iron gym total upper',review,68,0.514706,0.485294,0,0.235294,0.014706,0.073529,0.058824,0.073529,0,0.441176,'\'(4.2-inf)\''
3338,'iron gym total upper',title,29,0.517241,0.482759,0,0.275862,0,0.137931,0,0.137931,0,0.482759,'\'(4.2-inf)\''
3339,'iron gym total upper',review,65,0.615385,0.384615,0,0.215385,0.046154,0.076923,0.107692,0.076923,0.030769,0.492308,'\'(4.2-inf)\''
3339,'iron gym total upper',title,5,0.2,0.8,0,0.6,0,0,0,0.2,0,0.8,'\'(4.2-inf)\''
3341,'iron gym total upper',review,25,0.56,0.44,0,0.08,0.08,0.32,0,0.08,0,0.56,'\'(4.2-inf)\''
3341,'iron gym total upper',title,11,0.454545,0.545455,0,0.181818,0,0.272727,0,0.181818,0,0.727273,'\'(4.2-inf)\''
3342,'iron gym total upper',review,11,0.454545,0.545455,0,0.181818,0.090909,0.272727,0,0.181818,0,0.636364,'\'(2.6-3.4]\''
3342,'iron gym total upper',title,3,0,1,0,0.333333,0,0.333333,0,0.333333,0,1,'\'(2.6-3.4]\''
3343,'iron gym total upper',review,23,0.478261,0.521739,0,0.173913,0.043478,0.130435,0.086957,0.173913,0,0.434783,'\'(2.6-3.4]\''
3343,'iron gym total upper',title,4,0.25,0.75,0,0,0,0.25,0.25,0.25,0,0.25,'\'(2.6-3.4]\''
3344,'iron gym total upper',review,15,0.4,0.6,0,0.133333,0.2,0.2,0.066667,0.133333,0,0.666667,'\'(4.2-inf)\''
3344,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3345,'iron gym total upper',review,3,0.666667,0.333333,0,0,0.333333,0.333333,0,0,0,0.666667,'\'(4.2-inf)\''
3345,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3346,'iron gym total upper',review,7,0.571429,0.428571,0,0,0,0.142857,0.285714,0.142857,0,0.428571,'\'(3.4-4.2]\''
3346,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(3.4-4.2]\''
3347,'iron gym total upper',review,14,0.428571,0.571429,0,0.285714,0.142857,0.142857,0.071429,0.071429,0,0.642857,'\'(4.2-inf)\''
3347,'iron gym total upper',title,4,0.5,0.5,0,0.5,0,0,0.25,0,0,0.5,'\'(4.2-inf)\''
3348,'iron gym total upper',review,11,0.454545,0.545455,0,0.090909,0.090909,0.181818,0.181818,0.090909,0,0.272727,'\'(4.2-inf)\''
3348,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3349,'iron gym total upper',review,11,0.454545,0.545455,0,0.363636,0.090909,0.181818,0,0,0,0.727273,'\'(2.6-3.4]\''
3349,'iron gym total upper',title,8,0.375,0.625,0,0.375,0,0.125,0,0.125,0,0.625,'\'(2.6-3.4]\''
3350,'iron gym total upper',review,35,0.571429,0.428571,0,0.114286,0.028571,0.2,0.114286,0.057143,0,0.485714,'\'(4.2-inf)\''
3350,'iron gym total upper',title,2,0.5,0.5,0,0,0.5,0.5,0,0,0,1,'\'(4.2-inf)\''
3351,'iron gym total upper',review,1,0,1,0,0,0,0,0,1,0,1,'\'(4.2-inf)\''
3351,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3352,'iron gym total upper',review,74,0.486486,0.513514,0,0.216216,0.027027,0.162162,0.067568,0.108108,0.013514,0.567568,'\'(3.4-4.2]\''
3352,'iron gym total upper',title,10,0.5,0.5,0,0.2,0,0,0.1,0.2,0,0.6,'\'(3.4-4.2]\''
3353,'iron gym total upper',review,23,0.521739,0.478261,0,0.130435,0.043478,0.304348,0.043478,0,0.043478,0.521739,'\'(-inf-1.8]\''
3353,'iron gym total upper',title,11,0.545455,0.454545,0,0.090909,0,0.363636,0.181818,0,0.090909,0.636364,'\'(-inf-1.8]\''
3354,'iron gym total upper',review,21,0.47619,0.52381,0,0.142857,0,0.238095,0.190476,0,0.095238,0.47619,'\'(-inf-1.8]\''
3354,'iron gym total upper',title,5,0.6,0.4,0.2,0,0,0.4,0.2,0,0,0.4,'\'(-inf-1.8]\''
3355,'iron gym total upper',review,3,0.666667,0.333333,0,0.333333,0,0,0.333333,0,0,0.333333,'\'(2.6-3.4]\''
3355,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(2.6-3.4]\''
3356,'iron gym total upper',review,23,0.565217,0.434783,0,0.304348,0.043478,0.130435,0,0.086957,0,0.565217,'\'(-inf-1.8]\''
3356,'iron gym total upper',title,3,0,1,0,0.333333,0,0,0,0.333333,0,0.666667,'\'(-inf-1.8]\''
3357,'iron gym total upper',review,3,0,1,0,0.333333,0,0,0,0.333333,0,0.666667,'\'(4.2-inf)\''
3357,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3358,'iron gym total upper',review,52,0.442308,0.557692,0,0.25,0,0.153846,0.076923,0.057692,0,0.557692,'\'(-inf-1.8]\''
3358,'iron gym total upper',title,4,0.25,0.75,0,0.25,0,0.5,0,0,0,0.5,'\'(-inf-1.8]\''
3359,'iron gym total upper',review,11,0.363636,0.636364,0,0.090909,0.181818,0.090909,0.181818,0.181818,0,0.545455,'\'(4.2-inf)\''
3359,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3360,'iron gym total upper',review,8,0.5,0.5,0,0,0,0.25,0.25,0.125,0,0.25,'\'(-inf-1.8]\''
3360,'iron gym total upper',title,4,0.25,0.75,0,0.5,0,0,0,0.25,0,0.75,'\'(-inf-1.8]\''
3361,'iron gym total upper',review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'(4.2-inf)\''
3361,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3362,'iron gym total upper',review,40,0.45,0.55,0.025,0.125,0.05,0.225,0.125,0.125,0.025,0.575,'\'(4.2-inf)\''
3362,'iron gym total upper',title,2,0,1,0,0,0,0,0.5,0,0,0,'\'(4.2-inf)\''
3363,'iron gym total upper',review,21,0.52381,0.47619,0,0.095238,0.142857,0.285714,0.095238,0.047619,0,0.52381,'\'(1.8-2.6]\''
3363,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(1.8-2.6]\''
3364,'iron gym total upper',review,10,0.2,0.8,0,0.2,0.1,0.4,0.1,0,0,0.5,'\'(-inf-1.8]\''
3364,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(-inf-1.8]\''
3365,'iron gym total upper',review,29,0.586207,0.413793,0,0.068966,0.034483,0.275862,0.137931,0.068966,0.034483,0.517241,'\'(-inf-1.8]\''
3365,'iron gym total upper',title,20,0.65,0.35,0,0.1,0.05,0.25,0.2,0.1,0.05,0.55,'\'(-inf-1.8]\''
3366,'iron gym total upper',review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'(1.8-2.6]\''
3366,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(1.8-2.6]\''
3367,'iron gym total upper',review,11,0.545455,0.454545,0,0,0,0.181818,0.090909,0.181818,0,0.272727,'\'(4.2-inf)\''
3367,'iron gym total upper',title,3,0.333333,0.666667,0,0,0,0.333333,0,0.333333,0,0.333333,'\'(4.2-inf)\''
3368,'iron gym total upper',review,44,0.477273,0.522727,0,0.159091,0.022727,0.181818,0.113636,0.090909,0.022727,0.5,'\'(4.2-inf)\''
3368,'iron gym total upper',title,7,0.142857,0.857143,0,0.142857,0,0,0,0.285714,0,0.428571,'\'(4.2-inf)\''
3369,'iron gym total upper',review,108,0.564815,0.435185,0,0.074074,0.009259,0.101852,0.092593,0.101852,0,0.314815,'\'(-inf-1.8]\''
3369,'iron gym total upper',title,6,0.833333,0.166667,0,0,0.166667,0,0.166667,0.166667,0,0.5,'\'(-inf-1.8]\''
3370,'iron gym total upper',review,237,0.535865,0.464135,0,0.118143,0.021097,0.14346,0.050633,0.067511,0.012658,0.35443,'\'(-inf-1.8]\''
3370,'iron gym total upper',title,3,0,1,0,0.666667,0,0,0,0.333333,0,1,'\'(-inf-1.8]\''
3371,'iron gym total upper',review,210,0.571429,0.428571,0,0.157143,0.019048,0.109524,0.066667,0.066667,0.009524,0.357143,'\'(4.2-inf)\''
3371,'iron gym total upper',title,5,0.2,0.8,0,0.6,0,0,0,0.2,0,0.8,'\'(4.2-inf)\''
3372,'iron gym total upper',review,3,0.333333,0.666667,0,0.333333,0.333333,0.333333,0,0,0,1,'\'(4.2-inf)\''
3372,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3373,'iron gym total upper',review,25,0.6,0.4,0,0.16,0.08,0.16,0.08,0.08,0.04,0.52,'\'(4.2-inf)\''
3373,'iron gym total upper',title,7,0.428571,0.571429,0,0.142857,0.142857,0.285714,0.142857,0,0,0.285714,'\'(4.2-inf)\''
3374,'iron gym total upper',review,19,0.473684,0.526316,0,0.157895,0,0.263158,0,0.052632,0,0.631579,'\'(3.4-4.2]\''
3374,'iron gym total upper',title,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'(3.4-4.2]\''
3375,'iron gym total upper',review,6,0.333333,0.666667,0,0.166667,0,0.166667,0.166667,0,0,0.333333,'\'(4.2-inf)\''
3375,'iron gym total upper',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
3376,'iron gym total upper',review,49,0.510204,0.489796,0,0.163265,0.020408,0.142857,0.061224,0,0,0.326531,'\'(1.8-2.6]\''
3376,'iron gym total upper',title,11,0.545455,0.454545,0,0.363636,0,0.181818,0,0,0,0.727273,'\'(1.8-2.6]\''
3377,'iron gym total upper',review,29,0.448276,0.551724,0,0.137931,0.034483,0.241379,0.137931,0,0.034483,0.37931,'\'(-inf-1.8]\''
3377,'iron gym total upper',title,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'(-inf-1.8]\''
3378,'iron gym total upper',review,3,0,1,0,0.333333,0,0,0,0.333333,0,0.666667,'\'(4.2-inf)\''
3378,'iron gym total upper',title,2,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,'\'(4.2-inf)\''
